bug_commit_hash,ns,nd,entropy,lt,fix,age,ndev,nuc,commit,exp_of_files,exp_of_codes,exp,rexp,sexp,la,ld,lines_of_modified_code,nf,candidate_commit_to_fix,is_Friday,is_latest_bic,is_largest_mod,is_earliest_bic,label
65efaa932ee6d0bcda6f97bf03616f1b7024aeaa,1,5,2.584962500721156,566.3333333333334,0,0.7017592592592593,12,258,65efaa932ee6d0bcda6f97bf03616f1b7024aeaa,323,63682,154,83.5,130.0,223,50,273,6,18602,0,1,0,0,1
65efaa932ee6d0bcda6f97bf03616f1b7024aeaa,1,8,3.8073549220576055,269.2142857142857,0,0.6870370370370368,9,191,9ac461beafcbf3cfd9a8039c3a33dc8f0a877cac,156,41742,61,62.0,52.0,790,111,901,14,32875,0,0,1,1,0
65efaa932ee6d0bcda6f97bf03616f1b7024aeaa,1,5,3.906890595608518,449.8666666666667,0,0.1219560185185185,13,345,912cb2ce9b351c6cdcf0fdea0cfccb52af9a630a,320,63277,153,82.5,129.0,99,306,405,15,79234,0,0,0,0,0
65efaa932ee6d0bcda6f97bf03616f1b7024aeaa,1,7,3.459431618637298,393.7272727272728,0,0.1757291666666667,9,220,b12cfc741d1cd13d4739f4ac52070f8aa35f0963,209,50087,102,103.0,88.0,188,83,271,11,70631,0,0,0,0,0
65efaa932ee6d0bcda6f97bf03616f1b7024aeaa,1,11,3.8073549220576055,326.07142857142856,0,2.350856481481482,9,220,0decd87e1f8160d98e7d77b458cae698072b67d0,295,56047,126,127.0,105.0,751,148,899,14,72831,0,0,0,0,0
6862b54f4d4e88ef6ebf709ea7798093ec337e2a,1,1,0.0,413.0,1,0.0044675925925925,13,89,6862b54f4d4e88ef6ebf709ea7798093ec337e2a,0,0,0,0.0,0.0,1,0,1,1,68600,1,1,1,1,1
46fa79c818fec025b98176e254d6a641c33f8e57,1,2,1.0,104.5,1,104.21677083333331,1,17,46fa79c818fec025b98176e254d6a641c33f8e57,30,3739,139,107.0,100.0,16,1,17,2,4462,0,1,1,1,1
ed8321a74dddf13eab138c12cab2b583e6e3dfa2,1,1,0.0,393.0,0,4.0003125,1,14,ed8321a74dddf13eab138c12cab2b583e6e3dfa2,819,220334,556,417.5,516.0,7,10,17,1,312,0,1,1,1,1
cb8b988774c573bb8f6840aa60be0ced60323940,1,1,0.0,148.0,1,0.0061111111111111,1,13,2e63008c4830e5a91c8d680cf0e55e3faad0a87c,204,38141,1501,690.8333333333334,737.0,14,13,27,1,61986,0,0,0,0,0
cb8b988774c573bb8f6840aa60be0ced60323940,1,1,0.0,154.0,1,2.311423611111111,1,15,cabaa48f5d4a3cfd835465a10a04fe71c642f1e5,204,38616,1531,720.8333333333334,758.0,2,2,4,1,42030,0,0,0,0,0
cb8b988774c573bb8f6840aa60be0ced60323940,1,3,4.643856189774723,184.8,1,2.058854166666668,8,503,a9388f7859586d5d98e815efdcf8d6a85b973bef,453,85890,2570,662.3642857142856,1527.0,172,156,328,25,39094,0,0,1,0,0
cb8b988774c573bb8f6840aa60be0ced60323940,1,1,1.0,272.5,1,0.0288541666666666,13,132,c9f196ccf3408f8717d42b5ab725b85c31b27dfa,93,16314,103,104.0,81.0,24,13,37,2,83855,1,1,0,0,0
cb8b988774c573bb8f6840aa60be0ced60323940,1,1,0.0,277.0,1,0.0879976851851851,4,51,8999c249ccc3d93f08060fbfb0b7598e7e15cfda,412,24795,319,198.33333333333331,207.0,3,2,5,1,49797,0,0,0,0,0
cb8b988774c573bb8f6840aa60be0ced60323940,1,1,0.0,0.0,0,1.1574074074074072e-05,1,1,e37575dd6511b3ecc5e2f268ded35dca0d9ab0fe,152,22271,1042,681.1666666666666,502.0,132,0,132,1,74469,0,0,0,1,0
cb8b988774c573bb8f6840aa60be0ced60323940,1,2,2.0,392.0,1,0.0018171296296296,5,88,9ef9c703159404dba311e18624d2fdd5fb399020,428,82092,2472,882.0333333333334,1444.0,28,6,34,4,74824,0,0,0,0,0
292b35c90fee0b315f682b140bd360552a5bc381,1,1,0.0,286.0,0,0.8123726851851852,2,17,292b35c90fee0b315f682b140bd360552a5bc381,0,0,0,0.0,0.0,8,4,12,1,78410,0,1,1,1,1
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,0.0,372.0,0,1.1209953703703703,51,162,fb6f6b1519b0518b8939947043ea34b00bd05c7c,529,311971,859,545.9166666666667,745.0,1,1,2,1,21249,0,1,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,1.0,243.0,0,7.886354166666667,48,174,c1be28536467e90ce75eaa7d8c338f6485c4bee5,372,34663,580,237.08333333333331,333.0,4,4,8,2,12006,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,1.584962500721156,2016.0,1,2.3155439814814813,99,1323,cb491e778828d322800793cb229884c904f172b5,77,1682,29,30.0,29.0,3,3,6,3,8511,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,9,5.614709844115208,838.3877551020408,0,0.005787037037037,228,3136,7c00c267264ad80c2991b2f6c2ae08c2d9c9732b,117,3648,71,35.166666666666664,70.0,266,266,532,49,16238,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,1.584962500721156,1023.3333333333334,0,4.891122685185185,93,586,2d83013dc54320b3f0c978475517da6156f7b50d,203,7954,98,74.5,60.0,18,4,22,3,35044,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,1.584962500721156,1021.6666666666666,0,1.2598842592592592,94,606,bc0a895d810107132651c8178e95a981b9f3ff74,994,266999,1118,404.7166666666667,721.0,14,12,26,3,18570,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,0.0,2864.0,0,0.0023958333333333,92,692,15f5d3b17298be96c6c684c195c02ac249ffd392,528,311102,838,524.9166666666666,727.0,1,1,2,1,18723,1,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,0.0,371.0,0,1.1220023148148148,50,161,f455a24da7b098d390b6405ae19826d0c5684c3e,7,114,6,7.0,3.0,1,0,1,1,24760,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,2,3.169925001442312,363.0,0,0.0010069444444444,32,198,09eb201b1b3ed808e5167245149f5635d4eaf6f9,1222,1129228,1706,945.4166666666666,610.0,21,13,34,9,25114,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,3,1,1.584962500721156,983.3333333333334,0,5.2609375,11,82,f684aec4f38d6a9e48e870ca5dae6bd65da516cf,0,0,0,1.0,0.0,31,0,31,3,68438,0,0,0,1,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,2.321928094887362,197.0,0,1.1574074074074072e-05,24,65,c8c52de3a05b617bc399e2dd45901e74237b7fc1,0,0,0,1.0,0.0,53,41,94,5,40312,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,1.584962500721156,1699.0,0,0.0291435185185185,131,1433,0985052319263bd7ca9744af3504682b3ea8e21a,362,32484,493,273.0,270.0,91,37,128,3,85699,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,1.0,1649.0,0,0.2995717592592593,69,683,2e7009d67b862cf822a1c70e181de6af659a3096,171,19494,100,63.5,36.0,14,1,15,2,27402,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,3,5,4.754887502163471,695.5185185185185,0,0.0341087962962962,86,1434,0e4b31755534fac4ea6c20a60f719e3694252220,131,25510,2,2.5,2.0,540,571,1111,27,29556,0,0,1,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,2.0,906.25,1,1.121689814814815,2,2,a6a5bb7c204130dd4f3ced74446798eb67ea6472,4,382,6,7.0,0.0,148,114,262,4,3118,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,1.584962500721156,1109.6666666666667,0,1.1574074074074072e-05,111,815,6cdc488e3604267b1e115da5c50ffb970cd30084,372,34471,573,230.08333333333331,327.0,19,25,44,3,2187,0,0,0,0,0
44407100ff9b478d6131a1c38ee993b50b1830df,1,1,0.0,2645.0,0,0.0144907407407407,74,449,52cbce287a0d9b3184fd3aee9d4f1186fd2dd7da,314,23714,368,152.0,174.0,31,32,63,1,19144,0,0,0,0,0
91e64b03360d4a680d03a8bb30ffc4597b55e241,1,2,2.0,635.0,1,0.2370833333333333,6,39,91e64b03360d4a680d03a8bb30ffc4597b55e241,12858,4122196,6334,1985.8746031746036,330.0,59,6,65,4,3095,0,1,1,1,1
260f211d82ed798e3f89454fc8a8862b57c36ad0,1,1,0.0,269.0,0,1.1574074074074072e-05,3,6,b473dc8e5c56bab63b62000472c452c53938157e,38,7077,38,38.5,17.0,29,18,47,1,16974,0,1,1,1,0
7f18001a9f836ce5efeedaaca5ed477c605133a9,3,3,4.321928094887363,1708.0,0,0.1233680555555555,7,318,7f18001a9f836ce5efeedaaca5ed477c605133a9,1682,1863819,827,299.7571428571428,299.0,930,3949,4879,20,76732,0,1,1,1,1
bec878640c8e9cc7f76a60468544015703941267,1,1,1.584962500721156,763.3333333333334,1,0.0260532407407407,5,73,03a33b6b56e6210a91740394f28e5521aeb72f25,1896,828056,1615,1145.3333333333333,790.0,28,28,56,3,43667,0,0,0,0,0
bec878640c8e9cc7f76a60468544015703941267,5,9,5.321928094887364,611.7,0,0.4504050925925927,89,1688,1a007c3e4bd2e097a6c00811530457e050a214ec,1464,622554,1054,584.3333333333334,1016.0,1361,588,1949,40,70433,0,0,0,1,0
bec878640c8e9cc7f76a60468544015703941267,1,2,2.0,930.5,1,0.0766666666666666,9,106,bec878640c8e9cc7f76a60468544015703941267,914,496582,511,305.4166666666667,254.0,56,6,62,4,3419,0,1,0,0,1
bec878640c8e9cc7f76a60468544015703941267,7,16,6.459431618637305,517.0227272727273,0,0.0411805555555555,131,2722,ea0941cab393d28461dd69c4ad23e8b4df8d0661,1524,648355,1162,692.3333333333334,1123.0,2677,3736,6413,88,5414,1,0,1,0,0
bec878640c8e9cc7f76a60468544015703941267,1,4,4.643856189774723,540.8,1,0.0237847222222222,62,1070,b4c8657904fec17fb99ef9f75e7f9f910849f0be,2061,863701,1682,1212.3333333333333,819.0,32,26,58,25,27708,0,0,0,0,0
d3e5fbb1406995e07fccbff3ca8c1e24f57a1f7b,1,1,0.0,1581.0,1,0.0211921296296296,27,151,d3e5fbb1406995e07fccbff3ca8c1e24f57a1f7b,67,1436,75,76.0,15.0,1,1,2,1,28725,0,1,1,1,1
9785963c841aff5ea1c159da81f93c2bf62c70c6,1,3,2.321928094887362,483.2,1,0.16375,18,32,9785963c841aff5ea1c159da81f93c2bf62c70c6,4,190,1,2.0,0.0,199,151,350,5,2604,0,1,1,1,1
1395af6f76e9f0e145a235a71e3578385d82ece5,11,10,3.906890595608518,1007.5333333333332,0,1.1574074074074075e-05,101,821,f231b88db14f13ee9a41599896f57f3594c1ca8b,17,180,14,8.233333333333333,6.0,37,91,128,15,10840,1,0,0,0,0
1395af6f76e9f0e145a235a71e3578385d82ece5,43,16,6.022367813028458,1513.923076923077,1,0.0535416666666667,72,3165,72cf2d4f0e181d0d3a3122e04129c58a95da713e,433,19997,186,187.0,812.0,481,488,969,65,31457,0,0,0,0,0
1395af6f76e9f0e145a235a71e3578385d82ece5,1,1,0.0,744.0,1,9.25925925925926e-05,8,17,11c308b17a34932033cceca4f88b5e67009e3ebd,449,19792,581,296.7333333333333,2.0,2,1,3,1,83901,0,0,0,0,0
1395af6f76e9f0e145a235a71e3578385d82ece5,1,1,0.0,779.0,0,9.25925925925926e-05,12,79,fc98eb430e49077710b0a6f287fc685c78e12556,97,2234,73,48.5,32.0,17,9,26,1,84905,0,0,0,0,0
1395af6f76e9f0e145a235a71e3578385d82ece5,1,1,1.0,250.5,1,1.1574074074074072e-05,5,30,8ffb1bcf56a4b62d80c8dbefa715cd16394255e0,45,909,25,26.0,17.0,252,0,252,2,9670,0,0,0,1,0
1395af6f76e9f0e145a235a71e3578385d82ece5,1,1,0.0,841.0,1,0.0282175925925925,17,48,a5ec494e274ddcad6d487e3872e16964ef57e0de,784,34630,943,362.0619047619048,9.0,40,24,64,1,0,0,1,0,0,0
1395af6f76e9f0e145a235a71e3578385d82ece5,1,1,1.0,481.0,0,0.0003356481481481,12,42,1395af6f76e9f0e145a235a71e3578385d82ece5,0,0,0,0.0,0.0,14,0,14,2,75447,0,0,0,0,1
1395af6f76e9f0e145a235a71e3578385d82ece5,2,2,2.0,695.75,0,1.1574074074074072e-05,56,425,ee46d8a5038d06babb6cfb0a177727d85df9b3fc,1184,164718,499,362.8333333333333,0.0,589,572,1161,4,85171,1,0,1,0,0
1e8d8cde5bfab25b1d6e5ff39221c237374957f7,4,11,5.129283016944964,431.2857142857143,0,0.822766203703704,7,782,52fa03f09ffcb6db24c7e0ec686dae8f5db3eb5f,430,104054,509,351.25,471.0,303,209,512,35,22220,1,1,1,0,0
1e8d8cde5bfab25b1d6e5ff39221c237374957f7,2,6,2.584962500721156,219.5,0,0.0942361111111111,6,88,345f689a5ccd6432ebf086302a34284aeac0e3f1,153,83300,300,290.1666666666667,249.0,158,13,171,6,571,0,0,0,1,0
1e8d8cde5bfab25b1d6e5ff39221c237374957f7,2,5,2.584962500721156,220.33333333333331,0,0.0399305555555555,5,124,c0f5be7d77bb51a61cf5745f43be907a197aae98,5502,1216892,1800,629.1833333333334,887.0,62,147,209,6,12605,1,0,0,0,0
51748ca46a0f501f72d16b5f0cbe3f7c1e2677b3,1,1,0.0,173.0,0,2.557141203703704,4,7,817e226fa75784203c43ea043a5a3563ffdde3e4,0,0,0,1.0,0.0,39,18,57,1,65567,0,0,0,0,0
51748ca46a0f501f72d16b5f0cbe3f7c1e2677b3,1,1,0.0,191.0,1,3.970324074074074,5,9,7d11a2cd7073cd4d70bb272527ec3129efd5ae85,19,1855,25,26.0,1.0,20,16,36,1,45227,0,1,0,0,0
51748ca46a0f501f72d16b5f0cbe3f7c1e2677b3,1,1,0.0,194.0,1,1.2650925925925929,5,8,51748ca46a0f501f72d16b5f0cbe3f7c1e2677b3,1,57,1,2.0,1.0,12,15,27,1,42663,0,0,0,0,1
51748ca46a0f501f72d16b5f0cbe3f7c1e2677b3,3,3,1.584962500721156,133.33333333333334,0,2.813101851851852,3,16,d89aba836c9cd745354da96a8c080de3b352f49d,18,742,20,21.0,4.0,291,209,500,3,33618,1,0,1,1,0
997606b3f0e98f4589dfb17d0fadb5e74868a39f,3,4,2.321928094887362,8.4,0,8.351041666666667,1,9,47f8f40b92e0bbeafabf9834c116e13b6200e003,0,0,0,1.0,0.0,179,0,179,5,67476,0,0,1,1,0
997606b3f0e98f4589dfb17d0fadb5e74868a39f,1,1,0.0,163.0,0,7.195231481481481,1,1,997606b3f0e98f4589dfb17d0fadb5e74868a39f,9,26246,3,4.0,1.0,80,10,90,1,2871,0,1,0,0,1
b0ef529cc882a96903597fb5279919969fa286c3,1,1,0.0,127.0,0,0.0175231481481481,1,9,30e9417f4a4080873fd43bacffe818020affbfe7,5,803,2,3.0,1.0,103,74,177,1,68880,0,0,0,0,0
b0ef529cc882a96903597fb5279919969fa286c3,1,1,1.584962500721156,44.333333333333336,0,0.0007175925925925,5,34,b5309dc5910f35f5320c649be2ce2c6147030b39,11,234,10,6.333333333333334,8.0,140,60,200,3,67546,0,0,0,0,0
b0ef529cc882a96903597fb5279919969fa286c3,1,1,2.0,108.75,0,8.101851851851852e-05,6,41,b0ef529cc882a96903597fb5279919969fa286c3,15,361,13,9.333333333333334,11.0,47,131,178,4,63193,0,1,0,0,1
b0ef529cc882a96903597fb5279919969fa286c3,2,2,2.0,53.5,1,14.274710648148147,5,35,45adb4d6cfdb8b9ed11e3efc398d00ec6dbdc0b0,15,361,13,9.333333333333334,12.0,49,31,80,4,63200,0,0,0,0,0
b0ef529cc882a96903597fb5279919969fa286c3,1,1,1.0,110.5,0,0.1849189814814814,1,2,0b8c4ac523d3934762517c2b149fcfa0920e78c5,27,1956,31,32.0,15.0,161,101,262,2,26827,0,0,0,1,0
b0ef529cc882a96903597fb5279919969fa286c3,1,1,0.0,263.0,0,5.988182870370371,4,26,e108a2ffec444c09b3661379a1051fda1f9952cf,32,1744,33,34.0,12.0,28,29,57,1,4363,0,0,0,0,0
b0ef529cc882a96903597fb5279919969fa286c3,2,2,2.0,172.0,1,3.7524421296296295,2,32,b216d5679680e1d7ed9c2cff7d15f43edff5c102,6,981,4,5.0,2.0,250,579,829,4,3862,0,0,1,0,0
b0ef529cc882a96903597fb5279919969fa286c3,2,2,2.0,124.25,0,11.017719907407406,5,40,53bc81a863351cdf7bfb7a252bffdd8870e71742,12,146,7,8.0,2.0,59,55,114,4,74673,0,0,0,0,0
4a35078a8b3eb24193312e3eefce5506908fc2b7,2,7,3.8073549220576055,86.0,0,0.0035763888888888,1,34,d709ccd0f8b6286d9deb90a6bd124a1d74667cd0,1020,732493,750,697.0,477.0,1331,911,2242,14,82548,0,0,0,0,0
4a35078a8b3eb24193312e3eefce5506908fc2b7,1,2,1.584962500721156,197.33333333333331,0,0.0522453703703703,1,16,59049fbf31393c36b28023c0f2d6aca74a5c2669,791,484205,458,405.0,276.0,68,59,127,3,85848,0,0,0,1,0
4a35078a8b3eb24193312e3eefce5506908fc2b7,1,7,3.169925001442312,108.44444444444444,0,0.0033217592592592,1,58,4a35078a8b3eb24193312e3eefce5506908fc2b7,1087,826609,811,758.0,499.0,131,68,199,9,81956,0,1,0,0,1
4a35078a8b3eb24193312e3eefce5506908fc2b7,1,13,5.5849625007211605,96.58333333333331,0,0.7888888888888889,1,79,160a02d48cece6976c4d88983245e2d9c290c106,806,503737,582,529.0,384.0,2028,2104,4132,48,19905,0,0,1,0,0
4a35078a8b3eb24193312e3eefce5506908fc2b7,1,1,0.0,314.0,0,0.070162037037037,1,11,3dc0e53c8530bbb0aa748efb3faeb6b7857ec293,1087,826458,809,756.0,110.0,145,0,145,1,82350,0,0,0,0,0
4e70c059e8f76d3e71da45d31ac31b6759f7b4b2,1,1,0.0,341.0,0,0.0159375,1,3,ba8b13c7f424eb481dd6bbde98917d289a540ff5,2026,135609,957,378.25,121.0,1,1,2,1,62968,0,1,0,0,0
4e70c059e8f76d3e71da45d31ac31b6759f7b4b2,1,2,1.584962500721156,23.0,0,0.0070833333333333,2,16,262523afa5bf2318df1efdeb9ddaf41829337e84,403,179660,280,150.5,18.0,78,0,78,3,59886,0,0,1,1,0
4e70c059e8f76d3e71da45d31ac31b6759f7b4b2,1,1,0.0,325.0,0,2.9296527777777777,1,2,4e70c059e8f76d3e71da45d31ac31b6759f7b4b2,2026,135581,956,377.25,120.0,22,6,28,1,64345,0,0,0,0,1
2c5fc8e245df2c48ad726c63d29c6fced93a1b82,1,1,1.584962500721156,0.0,0,0.0,0,0,5f81a717d840a995a025aeb883d8a717bf62367c,129,65752,335,336.0,101.0,351,0,351,3,70785,0,1,1,1,0
8ef53654efbf8b0b3572f033a156ca3ff5365383,2,8,4.643856189774723,766.44,0,2.211046432461873,21,406,b9b7c3012079dc255c385cfb9612193ef92ea39b,1003,483105,381,217.0,344.0,4897,459,5356,25,61737,1,0,0,0,0
8ef53654efbf8b0b3572f033a156ca3ff5365383,2,3,3.906890595608518,1276.4666666666667,0,0.0004398148148148,24,745,efbce0db018417c9d37dfbb65d2df3f3e530cea2,9282,3738473,584,445.6666666666667,302.0,318,244,562,15,69224,0,1,0,0,0
8ef53654efbf8b0b3572f033a156ca3ff5365383,9,585,12.438272056123656,0.0,0,0.0,0,0,98b3a1480522dbd90660ee4c6bc91f6d80885286,1,0,1,3.0,1.0,2293545,0,2293545,5550,42099,0,0,1,1,0
7a5d77672e884ed64402da2051b0f8daa2bbc5ec,5,1,2.321928094887362,137.6,0,1.070011574074074,2,42,0876bc400d38173ffeff2958e2984b476be4071c,633,97516,119,84.0,41.0,160,8,168,5,5709,1,0,1,1,0
7a5d77672e884ed64402da2051b0f8daa2bbc5ec,3,1,1.584962500721156,555.6666666666666,0,13.631400462962963,2,72,7a5d77672e884ed64402da2051b0f8daa2bbc5ec,5,183,1,2.0,0.0,15,32,47,3,32324,0,1,0,0,1
f781b917bf77e8cc62e808614954c559b756493a,1,1,0.0,104.0,0,0.0013078703703703,1,5,f781b917bf77e8cc62e808614954c559b756493a,0,0,0,1.0,0.0,27,22,49,1,72627,0,1,0,0,1
f781b917bf77e8cc62e808614954c559b756493a,2,1,1.0,0.0,0,0.0,0,0,cd44df17f4f0cc2595671578e3cf3e44b2366743,0,0,0,1.0,0.0,186,0,186,2,72740,0,0,1,1,0
d3f0d0d5ce065a31579f16d82f16ab3f5b0a9a09,1,1,1.0,193.5,0,0.0063194444444444,7,36,d3f0d0d5ce065a31579f16d82f16ab3f5b0a9a09,290,46433,942,336.55,708.0,2,2,4,2,78683,0,1,1,1,1
882f8f4d9959b6b27f08d2ddb525c7347df1797c,1,1,1.584962500721156,1559.6666666666667,0,1.1574074074074072e-05,15,33,9fbaadf2b1d3cbc1a3c752f099e10fde1e086b02,15,158,21,20.5,6.0,68,10,78,3,20158,1,0,0,0,0
882f8f4d9959b6b27f08d2ddb525c7347df1797c,2,3,3.0,1351.875,0,0.0178703703703703,11,37,dba401f22f4aa533d74bb5429e807fbc3c42ec00,220,5564,67,62.5,57.0,36,1,37,8,3739,0,0,0,0,0
882f8f4d9959b6b27f08d2ddb525c7347df1797c,2,3,3.321928094887362,1194.0,0,1.2962037037037035,20,71,882f8f4d9959b6b27f08d2ddb525c7347df1797c,12,253,4,5.0,4.0,47,48,95,10,68297,0,1,0,0,1
882f8f4d9959b6b27f08d2ddb525c7347df1797c,2,4,3.169925001442312,994.1111111111112,0,13.214375000000002,16,55,067dbe7b68fa625ea87ef6e259539fff2baaeaf7,0,0,0,0.0,0.0,60,0,60,9,50828,0,0,0,0,0
315b8f2ef04218e0fea80600551cb33192b963ee,1,1,0.0,257.0,1,0.0031018518518518,5,42,1f0c059ebe883b9dc2ba0fd041c63080683abfe1,1310,317309,2377,1103.75,2324.0,6,5,11,1,47225,0,0,0,0,0
315b8f2ef04218e0fea80600551cb33192b963ee,1,3,1.584962500721156,1558.3333333333333,1,0.1527662037037037,7,45,2a94315b3501fe1bdf01a80334085864e98bca1c,262,8668,143,144.0,122.0,14,8,22,3,61522,1,0,0,0,0
315b8f2ef04218e0fea80600551cb33192b963ee,1,1,0.0,323.0,1,0.0016782407407407,4,8,315b8f2ef04218e0fea80600551cb33192b963ee,426,29560,444,251.0,400.0,2,2,4,1,59396,0,1,0,0,1
315b8f2ef04218e0fea80600551cb33192b963ee,2,10,4.906890595608519,1070.9,1,1.0721874999999994,7,1132,aa10aaedf59db00cff0df3bb9e9809d93f01d3ac,1085,228525,1765,1012.1666666666666,1736.0,487,114,601,30,47384,0,0,1,1,0
133deecb65658639a12e34de272e900652c99231,2,2,1.0,138.5,0,2.2759375,3,11,8db3ba4b5734c13b460b01fe9ab8a3ae35c06ec7,2829,450332,65,64.5,30.0,89,23,112,2,80635,0,0,1,1,0
133deecb65658639a12e34de272e900652c99231,1,1,0.0,190.0,0,0.0008101851851851,1,7,de033f87687657369c06f6cd08f1b4993febe2cc,2841,453881,77,76.5,33.0,21,12,33,1,85625,0,1,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,1,0.0,624.0,0,4.026701388888889,4,14,2173d619097cab49ec777260fc33e2db9ea7da5f,1,79,1,2.0,1.0,9,8,17,1,15217,1,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,3,3.459431618637298,0.0,0,0.0,0,0,bc93ed222e66df1516b150e5e9a0c56aa7ef7161,1998,439627,339,180.75,7.0,962,0,962,11,2256,0,1,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,1,0.0,695.0,1,0.0114236111111111,3,3,1a3967a4177d538529a486dda4b560b980aa7e7f,24,15424,68,54.5,63.0,18,16,34,1,75635,1,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,1,0.0,1751.0,0,6.175960648148148,14,100,a6a21789d33573bb0ee082e77043e6c01d978c77,7,257,14,15.0,12.0,7,1,8,1,77148,0,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,2,1.0,1971.5,0,0.0007986111111111,33,209,eea13b8abee4cc282510eccdee8e70a123b4644f,24,15573,70,56.5,65.0,72,340,412,2,71164,1,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,2,1.0,1844.0,0,0.0007986111111111,33,213,a4acd983b743114f11b472285e9381e921c4c4b6,24,15573,70,56.5,65.0,303,230,533,2,71164,1,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,1,1.0,1669.5,0,1.159212962962963,16,157,a31d1fd109e63f5a2fb39d9a0b74581afd2a1e7f,14,1211,11,6.5,10.0,35,7,42,2,66636,0,0,0,1,0
b639889e3906513c4de69dde72896d605ade0411,1,1,0.0,1598.0,0,0.0434722222222222,14,88,3472f2d367ecfe5893c608140c4fb96e0c8009eb,53,27620,67,57.5,61.0,52,25,77,1,72767,0,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,2,1.0,547.5,1,0.0047453703703703,6,21,6253aff3fe25ccaa4cf8e6b176d0b41139c34b4f,36,27590,105,91.5,98.0,7,2,9,2,65882,0,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,1,0.0,597.0,0,4.706493055555556,3,13,c0a63be1beefaab862088a72331ad89dcd1951df,0,0,0,1.0,0.0,53,26,79,1,17524,0,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,1,0.0,564.0,1,0.1725694444444444,1,5,2b4bbf40fd6f735de7f14cd4967dbe790994cca0,32,27260,102,88.5,96.0,58,31,89,1,66704,0,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,2,1.0,1880.5,0,0.0007986111111111,33,214,51459712a0439d5bf96305ca1314d0349245d428,24,15573,70,56.5,65.0,494,513,1007,2,71164,1,0,0,0,0
b639889e3906513c4de69dde72896d605ade0411,1,2,1.0,1666.5,0,3.123275462962963,33,202,2c9ad843d64e0e41eaaea59404083aba776df8fd,24,15424,68,54.5,63.0,575,545,1120,2,76758,1,0,1,0,0
39f60ba34cb55e8762d89b0556dd51da8cccf8a4,3,5,4.39231742277876,199.8095238095238,0,0.2531712962962963,1,32,717d7a04fb907916905559606f753fe1ef55976d,157,27402,100,101.0,100.0,877,0,877,21,80484,0,0,0,1,0
39f60ba34cb55e8762d89b0556dd51da8cccf8a4,2,2,1.584962500721156,10884.333333333334,1,0.5090162037037037,9,152,39f60ba34cb55e8762d89b0556dd51da8cccf8a4,660,195741,420,194.33333333333331,157.0,1213,2301,3514,3,17501,0,1,1,0,1
f2477703faa7cd05ff1aa16da3ecef7b666bef40,1,1,1.0,118.0,0,0.2814351851851852,1,1,ff5afeb714dcc52090f4a9fb1acdc404165bad61,1014,158317,1097,793.5,404.0,52,4,56,2,68242,1,0,0,1,0
f2477703faa7cd05ff1aa16da3ecef7b666bef40,1,2,2.0,78.75,0,0.3397106481481481,1,2,a3e8818449677d08444cd30613603440e6529c5a,1014,158408,1101,797.5,406.0,99,25,124,4,84930,0,0,1,0,0
f2477703faa7cd05ff1aa16da3ecef7b666bef40,1,1,0.0,1262.0,1,3.838726851851852,4,119,f2477703faa7cd05ff1aa16da3ecef7b666bef40,13,259,17,13.0,16.0,3,0,3,1,41337,1,1,0,0,1
f8394e9066f247fd63cc7ee9c7051731db2f4c1a,2,2,1.584962500721156,1007.0,0,0.013912037037037,1,167,e120413e2515084139491f1b80c7852fde360752,319,699751,487,488.0,300.0,69,1,70,3,71646,0,1,1,1,0
fe895b2e24a1ed0bc9574cdd2cf83164983a9b61,2,5,5.0,155.84375,0,0.0174421296296296,1,1,46a45133a03b8ff42b37bd3de3e66d296df3167a,101,6060,38,28.0,11.0,127,316,443,32,80428,1,0,0,0,0
