project,commit_id,ns,nd,nf,entropy,exp,rexp,sexp,ndev,age,nuc,fix,la,ld,lt
tor_1,39b2f2d35e1c6638332846ed9df75f77ea114df5,0,0,0,0,11470,2736.31,0,0,0,0,0,0,0,0
tor_1,39b477a881fd95ccc6101f16d3a2a803d18ed9bf,1,1,1,0,1471,903.991,1458,5,0.0450926,0,0,1,1,224
tor_1,39b54bf1dd7975a4a087a8f57e79c2a2202fe755,0,0,0,0,254,100.61,0,0,0,0,0,0,0,0
tor_1,39b597c2fd8b45ff61573c70c36e8a4846cf3a0e,1,1,2,0.57938,11602,2735.6,5445,26,21.6644,252,1,6,3,1737
tor_1,39b5dca7201bb3f30606be199f4d234c86fcaded,1,1,1,0,241,81.4957,226,1,39.7144,5,0,30,0,234
tor_1,39b7e89c28efda628d57640302276b7f04b2c0de,1,1,2,0.288282,14372,3707.73,6629,22,0.571782,241.5,0,13,3,1394
tor_1,39b879a96582eaac52e8d577d12cbaee7e7292a9,1,1,1,0,1561,943.859,1536,5,39.9602,0,0,3,29,68
tor_1,39b9da8c5e907695674629d9673c6205eb767fbe,1,1,2,0.57938,4054,1609.18,19,3,68.1454,21,0,1,2,97
tor_1,39bb283fca95648aeb58d9e8927de6e1530c6015,0,0,0,0,19885,4546.92,0,0,0,0,0,0,0,0
tor_1,39bb59d36322f3092bcb8c80c54ce4930dddef3a,1,1,1,0,8705,2199.56,813,1,1.9934,4,1,1,1,14
tor_1,39bbb8d9cfb0258b1e65dc98177e0773a19e4eb0,2,3,4,0.742098,175,83.3802,192,74,32.9326,446.75,0,8,4,3751
tor_1,39bd10dca65fb4007a3da2a15323e6a8bebfd0aa,0,0,0,0,18880,4561.23,0,0,0,0,0,0,0,0
tor_1,39be8af7092a4ee004f4c53fa1e55678d9d67f1f,1,2,11,0.0850257,4,3.9997,4,44,-16.9399,105.636,0,1449,9,938.364
tor_1,39c056e207f6a0c624139bb7bdd8ad7e2810374c,0,0,0,0,10680,2703.23,0,0,0,0,0,0,0,0
tor_1,39c057d45a67f9aa80bc05df85ec8deafdb6f46a,2,2,2,1,11875,2797.5,7014,3,230.411,18,1,6,2,168
tor_1,39c2927d6fffc391bcd724bfddf8b90ac765e145,1,1,3,0.156324,1972,624.689,1136,36,56.494,206.667,0,152,2,1717.67
tor_1,39c402c29f750b25d041419cb945c7bd35db6eeb,1,1,1,0,5029,1692.72,817,7,5.15257,869,0,2,1,5058
tor_1,39c52d14a619c9944321f404c74c9129a5e664cb,1,2,3,0.600844,496,188.365,435,6,-35.6705,22.3333,0,14,13,2227.67
tor_1,39c5e1b84994c2f226a8530b930f215cc5ffb877,0,0,0,0,20094,4496.76,0,0,0,0,0,0,0,0
tor_1,39c7f46d363d8a0b0ccb29bc967004160a477dda,1,1,1,0,660,474.488,172,5,0.00136574,27,0,3,0,68
tor_1,39cb04335f9fd5c3268c808bac549f531fe389a3,1,3,7,0.451793,15268,4014.19,6946,58,-22.4295,226.857,0,52,19,1027.57
tor_1,39cc300303993628afa1e067538cbd7d319f46b0,2,2,8,0.579024,6056,1242.63,971,14,13.1178,209.75,0,36,39,1285
tor_1,39ceda7e05d714a157dbd0da11de6ba060cb233a,2,2,4,0.526985,5523,1529.89,1758,13,5.8519,846,0,14,8,5264.75
tor_1,39cf575ed47bf9ff65ad9a2f85f5b7bc0f1d9840,0,0,0,0,19581,4481,0,0,0,0,0,0,0,0
tor_1,39cfaba9e26d1ca0a9b9db3ed2c2e4ba1ff9d533,1,1,1,0,14148,3644.16,6526,2,0.820428,12,1,10,2,393
tor_1,39d09ea0810f74a7666d9d694903780a14b48ca2,1,9,20,0.987933,19693,4549.77,8760,27,88.8202,28.5,0,101,2,85.25
tor_1,39d0e0cd0bef046601af30ca8136c964455b7519,0,0,0,0,13810,3562.56,0,0,0,0,0,0,0,0
tor_1,39d0f69dfee86c4f8703094990d3169fb20614f3,2,4,5,0.423184,1319,544.931,1168,28,79.1084,44.4,1,6,45,1494.4
tor_1,39d4e67be8283b2a7141a7aa8342d30e27f47e6f,2,4,11,0.560116,234,127.755,213,65,76.2302,281.727,0,88,5,1416.73
tor_1,39d52ec93a0dcfe86d0cc75d4ac4e8fd0a4a6928,1,1,1,0,3221,1406.91,709,4,0.00165509,733,1,5,0,4614
tor_1,39d7516d11c737b8d04f970d4c509e6fb29a0121,1,1,3,0.0764953,2186,1268.18,2084,6,8.16515,0,0,24,39,1308.67
tor_1,39d887fbd1016e27105b4c2579fb818d8169ac24,1,3,3,1,2205,1283.22,105,3,28.7484,3,0,3,3,220.667
tor_1,39d910e97b31c9b39c2951f79ae63f23f16dda10,2,2,2,1,4793,1667.69,1017,8,0.586997,795,0,3,1,5330.5
tor_1,39db9fbe0012bf06fa2389e5dad8c36880bfd57d,1,1,1,0,4584,1591.8,661,4,39.9811,152,0,1,0,1785
tor_1,39dc589d328ffe63cb17560da19a4b120d4a247a,1,1,1,0,3342,1438.69,806,2,0.0402662,261,1,1,1,2813
tor_1,39dd2e2aa826930bfe681d99c3e8374757ac511b,1,1,1,0,19290,4384.45,8562,4,0.00428241,61,0,22,4,197
tor_1,39dee3d52c0cba7717289c7f2d2890e98ac5c813,1,1,1,0,5612,1408.64,614,12,0.0918403,275,0,1,1,1598
tor_1,39e158db365fe3c033c3f8f99a2de1bfed3b707a,1,1,1,0,233,122.621,184,9,0.0765857,102,0,44,34,648
tor_1,39e449434421c8af5d8d6e89b4b4a1bccd78f284,1,1,1,0,18738,4596.58,148,2,0.691528,10,0,3,3,209
tor_1,39e50cbb48f65ba7e75f5aed40d2a19c0255219d,1,1,1,0,2796,1236.48,386,5,2.81997,295,0,2,2,2093
tor_1,39e69a0a8c9147f140de327b20ba44619297e738,1,1,1,0,7156,1859.23,3186,33,25.9992,1323,1,2,2,7036
tor_1,39e71d8fa54afd906fdcaf2cd496c300362ebb9a,2,2,2,0.958111,0,0,0,45,28.6239,835,1,66,2,2401.5
tor_1,39e8fa81f7e42b6bff10e48109bee9409870d38d,1,1,1,0,11346,2713.42,5327,1,0.00131944,2,0,0,3,39
tor_1,39eb075c20991e10df394e8f40ef56d16b9935c0,1,1,1,0,11196,2680.56,5256,2,0.00555556,2,0,38,6,206
tor_1,39ec534a86d8d043b46677697ffcf70bfc61b8ca,1,1,1,0,1750,1078.12,1725,2,0.0160995,0,0,0,5,1286
tor_1,39ec781b8fa164dd2b68cec349f2b38d81fa3cbb,1,1,3,0.316265,13,11.4589,12,12,0.00328704,219.667,0,14,15,1219
tor_1,39f02bbcdc130d1294d94c3a490c7e28b21bc222,1,1,2,0.747776,226,181.629,226,2,4.24771,0,0,19,18,394.5
tor_1,39f09b46029ca31fc3784fb1ad2119bd0ca30178,1,1,1,0,5203,1662.04,524,6,5.43233,1089,0,3,3,6561
tor_1,39f0feb887be1fb03a146a4771801b1b9df0b9c5,1,1,1,0,2392,1066.88,11,6,0.861632,310,0,2,2,668
tor_1,39f2411b3f5ab1a50c74fdafb432d5286c451ab7,2,3,3,0.48147,7200,598.174,2145,29,15.754,231,1,13,2,2226
tor_1,39f2b6a849b86da65607d3d68265acd335efec4d,1,1,1,0,5317,1573.6,515,2,205.589,27,0,2,2,423
tor_1,39f455468731d4746adb729a67597927beaca4b8,1,1,1,0,13197,3296.71,6182,3,27.1949,34,1,2,1,1891
tor_1,39f51dfae312d67f4a97366db4b476d520ed0c0f,1,1,1,0,12717,3088.14,1576,0,0,0,0,3,0,0
tor_1,39f77a5b1f5ed687e9ca4d8900b0f41e4334dcb6,1,1,1,0,468,180.411,33,12,0.823681,124,0,6,12,294
tor_1,39f88641c100b4a3f486275a4e6b577fd6333b7b,1,1,1,0,4476,1664.28,1720,3,0.292847,576,1,8,9,2936
tor_1,39fb6b1d104c39f60d099356ecf7cfb1ffb93baa,1,1,5,0.217787,1643,913.673,1549,7,1.37078,0,0,72,59,1553.6
tor_1,39fe91b9a281a3ec8504bf7933a63918038a9b5a,3,3,5,0.321519,3190,1385.37,1276,9,0.609324,517.2,0,56,9,3079.2
tor_1,39ff3b00cf965bab7ac82aa052ea3ea941d30a2c,1,1,3,0.0790825,6,5.36606,5,20,0.00612654,214.333,0,43,0,617.333
tor_1,39fff7375a075530b43f2cfd31f7442ba54bc3f7,1,2,19,0.3488,52,37.8595,50,0,0,0,0,823,0,0
tor_1,3a00215c35b01909a2db24132ab800298d61b647,1,1,1,0,189,133.009,171,33,17.5153,998,1,1,2,5210
tor_1,3a0536f8534dfc0413e9f0ac58cfb7b281e71dec,1,2,3,0.532357,1473,867.326,75,1,2.16307,0.333333,0,5,6,189.667
tor_1,3a05687c6d4c1ed11707e53b5dbec1b81e2a9c0a,1,1,2,0.0480638,70,64.1728,70,7,12.7179,62,0,27,0,340.5
tor_1,3a0639a64c9dfcbc2650ee48cc4b4048ff7f945a,1,1,1,0,95,51.7331,19,0,0,0,0,4,0,0
tor_1,3a073c463dbade2171a1a6ec1558bd81c0ff27f9,1,2,3,0.0587937,15237,4008.18,6931,32,6.3044,164.333,0,141,3,2255.67
tor_1,3a07d21092be77f6a58fc005647acaef71694e20,1,1,1,0,4503,1557.16,251,5,0.035625,658,0,7,4,4930
tor_1,3a0b8c85c4f8ea5ea2278917de6fcf1a201d1cbf,1,1,1,0,6520,1186.53,1106,14,4.44156,1757,1,1,1,13579
tor_1,3a0c6021556abc96f4c610d5e097e3890216595f,2,2,2,0.35218,6005,1620.94,2761,6,2.31205,113.5,0,5,4,1275
tor_1,3a0d42fbf97384526fb51de9a58e9b49bbccf2e8,3,3,3,1,12180,2892.45,7595,42,18.9775,334,0,3,3,752.333
tor_1,3a0f20050557f54427d5f597cec90aabffb1f479,1,1,1,0,7195,606.597,1781,2,78.3396,8,1,1,1,51
tor_1,3a1b9526f89986aedf2cb9bfdf0874804935179f,1,1,1,0,27,16.5538,15,2,19.1557,4,0,12,16,178
tor_1,3a1cba7d90855d63387168a0345f9c51436bd322,0,0,0,0,13845,3581.59,0,0,0,0,0,0,0,0
tor_1,3a232ef64a159d0c3c6fd36f6c9748d99e994471,1,1,2,0.270326,12798,3064.88,5989,69,36.3282,910.5,0,61,1,4700
tor_1,3a24364a6920ebe17c564cc432e0422ce78fbaed,1,1,1,0,163,116.99,150,45,-1.69969,2209,1,2,2,5283
tor_1,3a2470762d352484d8fe163fe9d895647b4f02be,1,1,1,0,16598,4270.72,7401,56,3.25008,1484,0,1,1,4192
tor_1,3a247ca92a06c864a2cb634fbe2bc23cf48fb977,2,2,2,0.450982,444,286.096,511,24,26.0137,187.5,1,18,4,1306.5
tor_1,3a2593710bac58a6789ac4dd6bef473802289a4d,2,2,2,0.57938,1339,542.419,314,74,0.383009,332,0,5,1,1961.5
tor_1,3a280b35ee45a1e4f4edaa3891a13d449d87fa8b,2,2,2,0.805983,19194,4408.16,10979,2,480.051,10,1,5,2,328.5
tor_1,3a287a631f71137fafee6947d14f9b7c164ac4f7,1,1,1,0,1916,1076.89,1818,4,0.818542,0,0,5,1,3258
tor_1,3a2964577e397319fe89cbba5393818beab665bd,1,1,1,0,19274,4376.93,226,2,0.00592593,8,1,16,17,44
tor_1,3a2b5a5bcbb35cdedfb63a00391bbf15df69cd9b,1,1,1,0,41,28.113,36,44,28.5564,921,1,5,5,7806
tor_1,3a2b86ef5d576e55defb3a9a1e37bee48b7b3d6a,1,1,1,0,6596,1213.44,1140,3,6.71047,49,0,44,11,8126
tor_1,3a2cb83685e03b861abc1ebd54779c1244a26217,2,2,2,0.35218,7151,690.702,2115,80,25.457,992,1,12,6,4205
tor_1,3a2d677fa70be56054dcabb43a88cab75500e162,1,1,1,0,17,9.33853,1,5,28.8417,221,1,12,0,1503
tor_1,3a2d8470e3b5067413bf32f348bf564f07c329f2,1,1,1,0,4696,1633.9,687,4,1.7961,22,0,5,3,378
tor_1,3a2e25969fbb7bf38fcfafce676e7f56a1aca118,0,0,0,0,9544,2403.15,0,0,0,0,0,0,0,0
tor_1,3a3120819c8f600ef7d22ddf3f5476791c7e1d9b,1,2,4,0.592906,12626,3039.56,5905,18,17.0495,85.25,0,7,7,1236.25
tor_1,3a33b1fe3bd7ba4cb1fff73f97ee722a2b127db5,0,0,0,0,55,44.9115,0,0,0,0,0,0,0,0
tor_1,3a364309ace5bc0b75b724484d6b27d84ec6a8b1,0,0,0,0,15596,4116.92,0,0,0,0,0,0,0,0
tor_1,3a364529a49257aaa3710499874bde84fb6b0d06,2,2,2,0.775805,15423,4050.31,9152,21,7.41019,65,0,12,0,129.5
tor_1,3a3c1d1d1c06f3e6b119d248bbce5cc225bbf506,3,3,3,1,3605,1539.02,1500,7,0.250139,150.333,0,3,3,371.667
tor_1,3a3d2ec4d63417f0a790864754bf32e545c622b3,1,2,3,0.278669,5358,1563.09,531,5,51.8751,82.6667,0,19,6,420.667
tor_1,3a3e88dbd4296c6bea8a324a0fa8ccd4628a79f5,2,2,2,0.0608077,13267,3339.94,7850,28,0.344392,262.5,1,31,34,2243.5
tor_1,3a3ed2abb225f5534d1931e5549c6acb638d3de7,3,3,3,1,9339,2327.62,5804,31,0.896053,283.333,0,3,3,706.667
tor_1,3a3f111b23d6d989dcae5858e2ab597a34f7910b,1,1,1,0,211,76.4375,169,1,0.953148,5,0,2,2,274
tor_1,3a41b0e081d9779597c6f90b447ac106e400aee2,1,1,1,0,3563,1637.55,3356,4,11.8815,0,0,22,16,291
tor_1,3a425ac3a85024b60509f7ae3cbe295fd2498555,2,2,2,0.734496,0,0,0,26,2.55793,105,1,4,1,1197.5
tor_1,3a45f6ffe95d4c51e4ad4e14f468feb3f4bd6b1e,1,2,8,0.206118,16693,4315.88,7446,47,-21.0775,112.125,0,407,0,202.5
tor_1,3a469018e54f20272425cf15ab6038f7d559ad1d,1,1,1,0,4346,1687.83,1639,7,0.505799,860,1,5,3,2039
tor_1,3a47dfed349ee2c05f30ba142d3583772fa2287f,0,0,0,0,16580,4269.75,0,0,0,0,0,0,0,0
tor_1,3a492d31d5c50ef3b766881ae1d765c296d55797,1,1,9,0.32959,5349,1407.3,2326,20,-120.038,361.444,0,359,63,2063
tor_1,3a49b159df446218e8c3ee7f4cdd2d456210e238,1,1,1,0,2239,1011.06,2128,4,0.71044,0,1,14,12,3947
tor_1,3a4b24c3aba56475822ad94d268b48fd58b74645,2,4,7,0.403353,2,1.93168,2,49,44.7842,410.143,0,33,22,2473.43
tor_1,3a4c562d44c8fff5d16ff3127e1d5978146d8f20,1,1,1,0,3564,1637.04,3357,3,19.0585,0,0,0,1027,2592
tor_1,3a4d03350eed8d0665c21356d62949e1c7056f26,1,1,1,0,3536,1699.28,3337,6,6.0448,0,0,1,1,2139
tor_1,3a4d67cf45dc1c94a33479c852a3dd7cbd4ebc95,1,4,8,0.295127,19027,4471.93,8451,93,3.10851,276.625,0,153,134,1627.75
tor_1,3a4e8111a110ea01cc56c5e5cbf7e74b2e9e8209,1,1,3,0.426396,2993,1473.38,2817,6,1.98712,0,0,6,3,2129.67
tor_1,3a530ae5352cb64e176b889e5449913416c372c0,1,1,1,0,19242,4375.18,8527,6,0.00228009,72,0,3,0,1127
tor_1,3a547076b6ff2a043f7d751426e34b6408754369,0,0,0,0,11776,2749.54,0,0,0,0,0,0,0,0
tor_1,3a5a728d4a5490ac24819df54aca4a7d0dde0d10,1,1,1,0,167,96.7831,113,4,0.541829,74,0,16,11,1380
tor_1,3a5b640ceb06e45d46d6cdfed4b75da465060d1e,1,1,1,0,3348,1610.65,3154,3,15.2923,0,0,18,24,2363
tor_1,3a5bee150f444a2882dffd3c68309ca1be29f94f,1,1,1,0,3939,1643.62,1302,3,0.128461,258,1,15,6,1499
tor_1,3a5c9487d75d23295eab57dc0a0e2977d7f6601d,1,1,1,0,20567,4275.35,2635,1,1.91752,1,0,0,7,7
tor_1,3a5ca47d8f0b97da80199c7787b81c28c9247bb3,1,1,1,0,15491,4060.83,7020,7,1.45498,76,1,1,1,2866
tor_1,3a5cf9aa2f50eccbdbbb6f7e04753479c7763e1b,0,0,0,0,14923,3811.18,0,0,0,0,0,0,0,0
tor_1,3a5d4d666ed9b6faa8d7f4ef58d5a2ff12375d89,3,3,3,1,10674,2697.24,6663,32,0.00696759,293,0,3,3,715.667
tor_1,3a5e2a0d99c2361158a74c876610ec2ca79e4f8b,1,2,2,0.35218,1515,890.36,1435,2,18.4989,0,0,7,2,1428
tor_1,3a60214f32bc6e1ba6d8c6dd6c6abda0c5be1f1e,0,0,0,0,13760,3516.93,0,0,0,0,0,0,0,0
tor_1,3a6287615b9daea6e83ac08a424ed778ef6092ad,1,2,3,0.590436,3832,1669.44,1215,5,0.403549,399.667,0,5,5,3325
tor_1,3a63e5ef4237464d6f499b271414ee4071856fe8,1,1,1,0,216,98.6067,162,16,0.108958,821,0,68,35,3562
tor_1,3a640520996ae45ed32f483432af735187bb7ee5,1,1,1,0,16944,4354.97,7545,1,4.92066,3,1,9,1,398
tor_1,3a643078c1eda04e5db3e366a881b4edcf29b00a,1,1,1,0,17875,4731.32,2288,0,0,0,0,3,0,0
tor_1,3a653459e185ee5ef2635c30830c8badeb60814a,1,1,1,0,2430,1366.08,2309,6,0.708356,0,0,1,1,1605
tor_1,3a6646e014fe6ebc98172d7fc6fcfb84e1dbdb7a,1,1,1,0,18,16.3162,18,3,9.17495,0,0,14,2,437
tor_1,3a68f2f54ed67176a8ed0b7aa276ef58a54b26db,1,2,3,0.331152,10575,2674.23,4972,34,0.837099,363.667,0,8,9,3061.67
tor_1,3a69fcb01f131e8a241aa0d806d5ed7aef6b9314,1,1,1,0,11439,2720.92,5369,26,0.634861,470,0,8,7,2926
tor_1,3a6bd21440fb435bbfc2ff809e06ebe364252628,0,0,0,0,17413,4597.86,0,0,0,0,0,0,0,0
tor_1,3a6cbded53cafd5e86e914703a964feb9922e3a8,1,1,1,0,12318,2962.2,1734,15,0.00806713,2010,0,16,22,20637
tor_1,3a6e37f57f599fe4c94a17422c8e41a7bbe06616,1,1,1,0,26,18.2286,24,6,81.1559,20,0,56,0,1491
tor_1,3a7369d0cfa567cdb02063e1dad176c92ef2c7fe,1,68,74,0.858691,19834,4593.66,8843,1,10.079,0.378378,0,0,149,23.9865
tor_1,3a73f6612aad051e0d9a9228a136e06720748c16,1,2,3,0.408352,19585,4484.2,8710,30,11.1881,134.667,0,7,10,1076.33
tor_1,3a7614c670cd31b76df1ddc8872e7050faf61355,1,1,1,0,5665,1480.85,67,0,0,0,0,8,0,0
tor_1,3a785dd5beeaadcd4205f24d6949fdbbdfb5651e,0,0,0,0,20415,4379.82,0,0,0,0,0,0,0,0
tor_1,3a79b831be84cf1d646faaa886337cca465633f0,1,1,1,0,959,678.525,959,6,2.77956,0,0,0,1,807
tor_1,3a7cee9d2984126ef8378657d6200f711eb58517,2,2,2,0.450982,4,2.57767,2,9,-3.94977,264,1,7,4,437.5
tor_1,3a7d757140c344986fba5769b47dc10d925fe119,0,0,0,0,14704,3837.48,0,0,0,0,0,0,0,0
tor_1,3a7e7f1be48b8c0b384be23398517f7a7d7597ad,1,1,2,0.47756,5287,1471.02,760,4,0.0882176,24.5,0,7,7,137.5
tor_1,3a7ed8bc5f2cd1b6665510fcebf9c57829608e81,3,3,3,0.75,18938,4512.72,11419,57,19.8911,464.667,0,4,4,1007.33
tor_1,3a8172364124f4c031973fe94e52880a7b0fab5c,1,1,1,0,653,272.408,23,2,4.09047,2,0,1,1,242
tor_1,3a85c9fa65a2d6fd7d0b65726a3bbc471d39a5af,1,1,2,1,3926,1640.48,583,7,0.760376,625,1,6,0,3250.5
tor_1,3a8647c2322a87ac0c50c9860e7fdf56265549a1,1,1,1,0,364,182.431,11,2,0.0000810185,1,0,56,40,151
tor_1,3a86a4fe67f7531176c4d93f6094e1ae980d4425,0,0,0,0,1280,823.149,0,0,0,0,0,0,0,0
tor_1,3a8823a37cdda4d607adb636f620abe3e5a31ee9,1,1,1,0,3378,1623.52,3184,3,0.964016,0,0,1,1,2357
tor_1,3a8a2cb2de84edc5301ef3f4e1754feba9081396,1,1,4,0.449983,4817,1719.07,2003,11,3.13121,602.5,0,11,17,3651
tor_1,3a8a92fddd7a21b8e6b0b5a463e86639f1d04fc8,0,0,0,0,14526,3767.23,0,0,0,0,0,0,0,0
tor_1,3a8ad7bfd85f46e022d17893be20da1bfec49cbe,1,1,1,0,5273,1471.63,1088,4,4.32545,11,0,4,1,159
tor_1,3a8bfd977d64232ccbf72d3a37fc28e4fe6d1916,1,1,1,0,532,400.651,526,6,0.00172454,0,0,9,0,909
tor_1,3a8e6eaa034d7aa75250159947b0f6fb3146acf2,1,1,2,1,1458,855.552,68,1,0.00909722,0.5,0,26,2,141
tor_1,3a8f32067d1cb4d5aee320fbd3d1c02541f4e112,2,2,2,0.0419775,579,298.917,657,10,6.0919,43,0,61,31,1529.5
tor_1,3a9138c3a3c0bea39bd86020f90d0f43acb94829,1,1,1,0,697,476.233,697,0,0,0,0,76,0,0
tor_1,3a91a08e212ac125215b9aff5ad1ae4102623ab9,0,0,0,0,10092,2499.5,0,0,0,0,0,0,0,0
tor_1,3a92e3f15f23466c5d12f95a5bdbc98b2837e02b,1,1,1,0,573,240.422,73,5,13.6884,369,0,1,1,3152
tor_1,3a9351b57e528b1d0bd2e72bcf78db7c91b2ff8f,1,2,2,0.51657,7256,1910.04,3241,12,200.724,350.5,1,20,3,2740.5
tor_1,3a94530595cfb57bdb4e3401d29a8a4d0b638d01,1,1,1,0,6387,1244.11,1427,6,29.9229,112,0,11,1,1585
tor_1,3a958cd5c6ca484c1311e8a51d284b6622206543,1,1,1,0,1328,828.767,1268,1,0.00896991,0,0,21,2,120
tor_1,3a9b41895f63ab8fac97c1afbb0be76cc7ead081,0,0,0,0,19061,4474.82,0,0,0,0,0,0,0,0
tor_1,3a9d0b4b9c0460c73c67fa5e6a64711a95df1b91,1,1,1,0,6081,1651.64,157,1,0.0239352,1,0,0,4,4
tor_1,3aa695638901ffa194767fb5fd531c2d2d39e8cc,1,1,1,0,567,419.487,560,6,3.27832,0,0,2,2,911
tor_1,3aa855dc6877fc281082e2cdaba242d2cc06430f,0,0,0,0,1284,826.036,0,0,0,0,0,0,0,0
tor_1,3aaa4d416beee81eba3fed1ce9eda17e686fed52,0,0,0,0,663,282.041,0,0,0,0,0,0,0,0
tor_1,3aab8307a57c668c24dae17b94f780b3f6783c67,0,0,0,0,15462,4059.35,0,0,0,0,0,0,0,0
tor_1,3aade2fab7030211b7a8ae6ab1bd310c378be462,0,0,0,0,6337,1250.61,0,0,0,0,0,0,0,0
tor_1,3aafb3ee19ccc4134ed5c7fe18d3bc407ccdcd47,1,1,1,0,742,511.24,742,3,8.63557,0,0,25,0,180
tor_1,3ab017b10c64e090a5a3f197315ddcdbc6de698c,1,1,1,0,528,322.693,494,56,0.843218,1480,0,7,0,4149
tor_1,3ab09763ced6d892cd72956e53f2dfb804ec0a7c,2,2,2,0.674494,312,171.466,318,9,26.0308,354,0,7,1,1599.5
tor_1,3ab2c865bfb78e50f7c67c71144fbed37a7b4478,1,1,1,0,5,4.24469,2,2,0.0112269,3,1,7,0,16
tor_1,3ab58706f775d8e3080a75dfa4b3e5735778d436,0,0,0,0,719,496.917,0,0,0,0,0,0,0,0
tor_1,3ab763ab57027376776267287a74a4de8524cf6b,1,1,4,0.356113,985,670.659,974,6,0.845885,0,1,25,3,1084.75
tor_1,3ab84c5f48231e8df2b27df97a8f342e526b0220,3,3,4,0.260596,2727,1212.38,609,9,0.904815,443,0,35,22,1930.75
tor_1,3aba13f77927e669d80009b2318c6d3d3d90a922,1,1,1,0,19284,4378.97,8557,24,156.982,498,0,11,10,932
tor_1,3aba8490ba590899b6c23071ef0b4269d8c36d37,0,0,0,0,14685,3827.86,0,0,0,0,0,0,0,0
tor_1,3abafccd0eadb267401f20ef8c816c6e7f1c693e,3,3,4,0.338339,4925,1690.88,1558,6,1.14418,678,0,17,1,3582.75
tor_1,3ac08ac200f63e42d6c98a5487082aa7e7b3995f,0,0,0,0,1883,635.619,0,0,0,0,0,0,0,0
tor_1,3ac36338f42427d44e732ea4255201357e43f90f,1,1,2,0.507374,532,396.44,532,3,0.47169,0,0,8,2,903.5
tor_1,3ac3c67eb1b73f001a272e2a4c48319076b3b3e6,1,2,3,0.353759,47,42.3074,47,1,18.1592,0,0,4,4,91.6667
tor_1,3ac426afe8f169cb2c16de9d37b8630b7c3216f5,0,0,0,0,9202,2234.55,0,0,0,0,0,0,0,0
tor_1,3ac434104af0a40e75bfb5116046eae1cd51f6d3,2,2,2,0.57938,77,46.2229,38,18,-8.61307,52,1,5,1,107.5
tor_1,3ac8cdb8cf93b3a80c18b66da34d77edd36ec377,0,0,0,0,665,312.861,0,0,0,0,0,0,0,0
tor_1,3acaad6784facef9f9a271be736b317bf8bf0d02,1,2,3,0.336296,537,404.066,530,4,3.84358,0,0,214,181,861.667
tor_1,3acb27af3db084166c61e0b40f89deea299df420,1,1,1,0,82,54.0103,77,8,77.8509,101,0,277,0,3253
tor_1,3accc183320e2289dd58ab6682193ce356bdc7e2,1,1,1,0,1474,905.145,1461,2,92.0186,0,0,1,1,459
tor_1,3acee6142221839137607c9a9cbf8ca4feea5993,0,0,0,0,10708,2677.76,0,0,0,0,0,0,0,0
tor_1,3acf6cafbb655a73f0a52b38a0dbd94eb5befa3f,2,2,25,0.472561,16227,4213.42,4347,20,31.5896,86.44,0,145,124,1036.48
tor_1,3ad0416b9d6336d67885300e0b48fcb1b083a34e,1,1,1,0,2797,1474.22,2632,3,0.00520833,0,0,1,1,694
tor_1,3ad2cd276bd3b53555c13f594c0148ebc7755ad4,1,1,1,0,258,171.552,258,2,57.8255,0,0,37,17,153
tor_1,3ad43ef75f09a21c0c1fc6eb173f8d131c7d638c,1,1,4,0.55292,5548,1429.28,2424,12,6.76298,545,0,4,5,3537
tor_1,3ad518cd97e0a211dc2a3a9d759d8f85d4896d52,1,1,1,0,19942,4551.5,8897,3,0.0176736,15,0,2,0,146
tor_1,3ad6d76e72561d57b897d0b869c36b0cf30cf3da,1,1,1,0,2985,1469.69,2809,4,6.03521,0,0,8,40,1892
tor_1,3ad6dc0e2e91e094e082e767c71e6e1d91f5fca0,3,3,12,0.153136,3696,1576.94,2022,9,1.73735,316.75,0,510,1276,2741.33
tor_1,3adabaf3e925f3ad395a2a0a2dbc92aa1d018ec4,2,2,2,0.87387,1000,391.142,951,3,49.4012,13.5,1,9,2,91
tor_1,3adb689fbc28434efa6a3b599163b1d5b6cae3e9,0,0,0,0,284,226.109,0,0,0,0,0,0,0,0
tor_1,3adb6e977e5a55272504f5b2b3bd8f567acd8573,1,1,1,0,1404,909.763,1391,3,0.412303,0,0,7,7,1021
tor_1,3adef11d10aa0019f07ea10264504e82541b3aa7,1,1,1,0,17747,4675.02,2270,0,0,0,0,4,0,0
tor_1,3adf5ac5d5f5bc3f3bd90d4787700e68c9e51de2,1,1,8,0.358757,143,102.837,143,4,14.6091,0,0,43,86,613.375
tor_1,3ae157b8dc1bc9a58c09a85eec1c7aa76d92faf8,1,1,1,0,3670,1560.36,419,2,17.2035,39,0,4,1,28
tor_1,3ae3a557884f41d107d79a4c10f382ed33661826,1,1,3,0.166638,1677,936.272,1583,5,1.78124,0,0,450,52,1774.33
tor_1,3ae4df5cd7d26d4f090f8a35819a0ad1b29569e7,0,0,0,0,5851,1564.85,0,0,0,0,0,0,0,0
tor_1,3ae5b32aaa291da6cdcfa7ccb19fdc830bc956d1,2,2,2,0.310917,42,33.7294,17,3,0.00183449,8,1,14,6,20.5
tor_1,3ae5bee303e3d35a975ab6f91bd3de210771d278,3,3,3,1,5749,1347.51,2143,12,0.876516,207,0,3,3,457.333
tor_1,3ae87c3c7f1fb79744a343c0033afa24520a56d6,2,3,2,0.906557,19762,4565.12,9965,1,21.9827,2,0,23,7,179
