project,commit_id,ns,nd,nf,entropy,exp,rexp,sexp,ndev,age,nuc,fix,la,ld,lt
pig,0621e115a8a0e58efc65c037b747ed0cb7044962,1,0,0,0,252,146.943,191,1,0,0,0,0,0,0
pig,e4f21fedfeae29ab9bef2b2570ae8bdf10f4aff9,3,2,7,0,20,16.7761,52,1,0.000000,0.142857,0,253,20,39.000000
pig,2b85d6c68500ee375fb0af15d770c8be212e8c50,2,1,1,0,253,146.731,393,1,0.000000,1.000000,0,2,0,2.000000
pig,4663d0b71ebe14a99a4d3def0f62513f8f427994,3,2,2,0,254,147.73,508,1,0.000000,0.500000,0,99,7,53.000000
pig,a7cd736df4452ad414c9f4ac7f487bb2767efdff,3,2,2,0,5,4.00365,12,1,0.000000,0.500000,1,30,0,15.000000
pig,de47c35cb565575d5bf38e0da7d7f1575c553450,3,3,3,0,231,121.39,404,1,0.000000,0.333333,0,106,1,35.666667
pig,920135fc05c7abad35eb482e4a60558326db1203,3,4,4,0,6,4.97185,15,1,0.000000,0.250000,1,90,20,27.500000
pig,819df4c14b5bcd82696a21adce56031dcaa18647,3,8,36,0,34,27.0241,73,1,0.000000,0.027778,0,2196,411,72.416667
pig,90d3a7c46c483d4466f45745b9712327a053a0d6,1,0,0,0,255,147.269,1,1,0,0,0,0,0,0
pig,e77dfeaacdb99c57a641b835a0ed9cae913ea892,3,16,43,0,232,121.489,407,1,0.000000,0.023256,0,267,143,9.534884
pig,f75bfeaa8f4b031cbf6de9312a549c1fad19ec80,3,3,5,0,7,5.90909,18,1,0.000000,0.200000,0,104,11,23.000000
pig,a85c3626a0cbbae359d05685481f562240fa2c71,1,1,0,0,256,147.742,203,1,0,0,0,0,0,0
pig,e0708a3712926d6e5881d4cffbb8e556f025d97b,2,6,24,0,35,27.4297,48,1,0.000000,0.041667,0,2087,274,98.375000
pig,230146104b432451a82d6d9c0a5ee6eada0babad,1,1,0,0,257,147.503,204,1,0,0,0,0,0,0
pig,ffe611d6861b246964437e57e4713a0945ec3efe,3,7,9,0,233,121.376,410,1,0.000000,0.111111,0,563,39,66.888889
pig,bebed5575fd598d3b43cb9d9cd3144451d7bcb7a,1,3,6,0,258,148.303,8,1,0.000000,0.166667,0,459,1,76.666667
pig,3d721e303b6e28e5af7a2df1a563e5d7600af382,2,5,11,0,36,28.2351,50,1,0.000000,0.090909,0,1420,64,134.909091
pig,b69406572c332617e0a0c25e813c627364bbf7c2,2,1,1,0,8,6.74894,15,1,0.000000,1.000000,0,8,8,16.000000
pig,bbbb04f277dc1522f9517749827959dc870ae1eb,1,3,4,0,21,16.8083,20,1,0.000000,0.250000,1,43,4,11.750000
pig,ce8596cc819be6b81af84e982bcad56c15a8c58a,3,3,3,0,37,28.8445,80,1,0.000000,0.333333,0,182,30,70.666667
pig,9782b404c440e4a7afd05607397826a49eb3fecb,3,2,2,0,9,7.64287,23,1,0.000000,0.500000,0,36,2,19.000000
pig,3db5db32c292b5ca182ca29853b11ea6f49cd5c4,2,2,2,0,10,8.61931,19,1,0.000000,0.500000,0,15,4,9.500000
pig,42dceb8a3ed860e6fd6a9348b5140e115c09ec43,3,3,7,0,11,9.55383,28,1,0.000000,0.142857,0,51,3,7.714286
pig,bb1e4ffa653b1c4878eb6ef1dc676ac02b62192a,3,2,2,0,38,29.5269,83,1,0.000000,0.500000,0,22,0,11.000000
pig,07073a22dfe1f14196fe97ff23b9710ee2cc2139,2,4,6,0,39,30.325,65,1,0.000000,0.166667,1,99,26,20.833333
pig,6cbbdd5127da2ab0dce06e99048df76201e84d8a,3,2,3,0,12,10.4699,31,1,0.000000,0.333333,0,22,0,7.333333
pig,4ddb4c1097824185fc8af454d46a485b4c33de1a,2,1,1,0,234,118.656,289,1,0.000000,1.000000,0,1,1,2.000000
pig,a49558eb5b4971f32d3d670f8e7034b7034d972b,2,4,4,0,40,31.0095,67,1,0.000000,0.250000,1,31,17,12.000000
pig,3b875dd7386fb274d839dfa106398b57caf9c15e,3,3,2,0,41,31.848,90,1,0.000000,0.500000,0,143,9,76.000000
pig,5207b513d5f193c6997bd3df83fee39aa3be5221,3,5,5,0,13,11.1505,34,1,0.000000,0.200000,0,42,0,8.400000
pig,fa3f90504f164579409045b50f253639a281dea1,3,16,36,0,259,142.331,513,1,0.000000,0.027778,0,2715,110,78.472222
pig,1386885faaa86adbf6caa6460bf18684c46301cb,1,8,13,0,14,12.0817,0,1,0.000000,0.076923,0,1232,0,94.769231
pig,0787a58609fae402e2037e0aced256a27434f826,3,3,4,0,42,32.2956,93,1,0.000000,0.250000,0,331,5,84.000000
pig,07a1fc4455309b48bb9dbecc310b7acdb76acfc6,3,4,6,0,15,12.9645,27,1,0.000000,0.166667,0,85,42,21.166667
pig,b7dcd91d609a26f6a0e9dc87144e6201b3537c77,3,3,4,0,22,16.7099,56,1,0.000000,0.250000,0,40,24,16.000000
pig,70991322a72f50ae671d79787239d2f0030f4566,3,8,25,0,16,13.8533,39,1,0.000000,0.040000,0,496,902,55.920000
pig,c1d108711ab35442ec9111bfe8ea9a06f7c37e05,3,2,3,0,17,14.8531,42,1,0.000000,0.333333,0,45,4,16.333333
pig,2ec15ae61ea6cae2125b6f3d21471246e5e366f0,2,11,108,0,235,115.866,101,1,0.000000,0.009259,0,32825,0,303.935185
pig,99aa026e4d30a39715996b12d0d891a2915a2a88,3,4,6,0,236,116.81,416,1,0.000000,0.166667,0,477,9,81.000000
pig,efb4bc75f59958d9fbd4f6eca6b9ea4e6157efa8,2,2,4,0,18,15.6544,18,1,0.000000,0.250000,0,129,33,40.500000
pig,d0476c715d2592ff215080068250dc9bf1524d81,3,3,3,0,19,16.5572,46,1,0.000000,0.333333,1,14,70,28.000000
pig,85e8d694a814fdefd0d06587270d9a4df09552f5,3,12,22,0,23,17.3832,59,1,0.000000,0.045455,0,1815,300,96.136364
pig,7c7e1363660b46b641f9f0eab5c7c3bf2c822bbc,1,1,1,0,24,18.3831,23,1,0.000000,1.000000,0,0,0,0.000000
pig,89d2ebf770746bd6de4933979e19f881b95ea7b4,3,2,12,0,260,139.785,516,1,0.000000,0.083333,0,296,46,28.500000
pig,7e9e0b656219b269866220e1879619864cf5f392,3,2,2,0,20,17.3618,49,1,0.000000,0.500000,1,145,0,72.500000
pig,7e0021f1c15fd8ba8a53942101b7505b0df8234c,3,5,4,0,25,19.1339,63,1,0.000000,0.250000,0,220,148,92.000000
pig,89bb3e65b79d1761a98c3e9255bfd0f7c6a94536,2,1,1,0,21,18.289,38,1,0.000000,1.000000,0,2,2,4.000000
pig,d13851b7fbcd574363500df3428033f87d5a4c44,2,1,0,0,2,0.770578,2,1,0,0,0,0,0,0
pig,96f3befd746407a833bd1f515b5b95e144b577c6,1,2,1,0,0,0,0,1,0.000000,1.000000,1,2,2,4.000000
pig,6c9adca47842af20a4bb4df9bc85e3213ee28966,2,2,2,0,26,19.6113,49,1,0.000000,0.500000,0,45,1,23.000000
pig,fed41d90453fc306713cb781f4e26fe5819fba17,3,2,2,0,27,20.5777,68,1,0.000000,0.500000,0,53,8,30.500000
pig,ed09d2df65e724490866fe25ee3e4f4f94161e3a,3,3,18,0,22,18.6935,54,1,0.000000,0.055556,0,1936,75,111.722222
pig,aae86bbd13565290ee3f1b8dfb9fd787f27c6e47,3,4,8,0,23,19.692,57,1,0.000000,0.125000,0,514,145,82.375000
pig,c53c0f245f5681d319d9d8fe727053ecffaa8926,3,5,8,0,24,20.6387,60,1,0.000000,0.125000,0,277,61,42.250000
pig,8d2e6b178d491b8bc75c6ca65ff0ef8f2e46d91e,3,6,6,0,28,21.3046,71,1,0.000000,0.166667,0,577,51,104.666667
pig,571b91d45ec3cf5e6c8ae9460a52b4cfb822d450,2,4,4,0,25,21.3991,46,1,0.000000,0.250000,0,91,29,30.000000
pig,b7b61b0aeb65e0a2f58d2f32d1c6702804384817,3,1,0,0,2,1.46956,5,1,0,0,0,0,0,0
pig,20632fa1f92318596c4c1ea40ffc13adf2ea3d2d,2,1,0,0,261,135.318,403,1,0,0,0,0,0,0
pig,35e3e4a42d4835d9843f9e62467d0cd515a60d81,1,0,0,0,262,136.316,197,1,0,0,0,0,0,0
pig,9fc7cd78a2309d6dfc12045138f49e8001c156e9,2,0,0,0,263,137.315,233,1,0,0,0,0,0,0
pig,9812475541bc440114d981fe490d5513eedd81cc,1,1,0,0,264,138.114,208,1,0,0,1,0,0,0
pig,b0043527c0e3c878b501c0b235d4d49e6830338e,1,0,0,0,265,138.935,36,1,0,0,0,0,0,0
pig,e4f3bc3e3649f23ce07850717009f043f8125d98,2,1,1,0,26,22.2338,48,1,0.000000,1.000000,0,2,1,3.000000
pig,47d0facbd65b70993d6e95aabb5b66001a67b0be,3,3,4,0,266,139.888,524,1,0.000000,0.250000,1,46,3,12.250000
pig,b917020e1ddd560bd6db12f26a0a0cd18e26dad0,3,2,3,0,267,140.289,527,1,0.000000,0.333333,0,70,1,23.666667
pig,25fa30c56cb79f66348d664141d9278b366f43d1,3,2,3,0,29,22.0151,74,1,0.000000,0.333333,0,68,3,23.666667
pig,eabf790be2f934e6dd909b05ddf5b4a3f55f75d2,3,1,0,0,3,2.43728,5,1,0,0,1,0,0,0
pig,0783f298ceaecbfd47dbf176ed785fdb9070c636,3,2,2,0,268,141.021,530,1,0.000000,0.500000,0,33,1,17.000000
pig,322b458026820f406d34f9893d67517dc1dabe4b,1,3,2,0,237,112.199,12,1,0.000000,0.500000,0,365,0,182.500000
pig,8744e988bd46c58a5838121e4bb0c30a7d51d153,6,7,6,0,269,141.845,587,1,0.000000,0.166667,0,9,9,3.000000
pig,0449c83ed33358b7fcd55d7b7e981e1bedbd68b0,2,1,0,0,270,142.84,416,1,0,0,0,0,0,0
pig,31d40f0af017bcd8fce31ad5d5a4454e69bf53ac,2,0,0,0,271,143.839,242,1,0,0,0,0,0,0
pig,4fd89fb9a66eb88cb7714affb73b5498de59c5b6,3,3,3,0,30,22.9072,77,1,0.000000,0.333333,0,317,253,190.000000
pig,d74f7a3da03c4902f5b1dd06c9f6ccf936cb635c,2,0,0,0,272,144.614,244,1,0,0,0,0,0,0
pig,6a57d4445e9951c0507579833ff09dc35a3ad14b,3,4,5,0,273,145.414,540,1,0.000000,0.200000,0,61,16,15.400000
pig,db260381e977d3ae7bb91c769ce417d14777f8d8,3,3,2,0,238,112.773,419,1,0.000000,0.500000,0,20,1,10.500000
pig,f9b314353d5e84da37717b0110b430024e089420,2,1,1,0,239,113.732,296,1,0.000000,1.000000,0,1,13,14.000000
pig,c7c110e69cd6fd68c636ba446e8bd6bca6853668,3,3,3,0,31,23.8027,80,1,0.000000,0.333333,0,89,11,33.333333
pig,3e84ebde6e0b54e6926aa4e251abaa53d6c80428,3,3,2,0,27,22.6986,67,1,0.000000,0.500000,1,48,0,24.000000
pig,857f2b6fc521ca5bd9586d785f54b3eca9f28c42,1,0,0,0,274,145.499,40,1,0,0,0,0,0,0
pig,393c36f92112eecdd0ae3825d0c4df36da0a53af,3,2,2,0,32,24.6029,83,1,0.000000,0.500000,1,141,1,71.000000
pig,60a14047423b00e9a3aa21ceb4b9e872ed5b9d9a,2,2,3,0,33,25.5463,55,1,0.000000,0.333333,1,36,1,12.333333
pig,c9a54ffd96cdaa937ac70c704225bb2df660007e,1,1,1,0,34,26.4298,33,1,0.000000,1.000000,1,3,1,4.000000
pig,51660970fad35ab77f9089f48dc1519f8a74aba7,1,3,2,0,1,0.937971,1,1,0.000000,0.500000,0,291,0,145.500000
pig,7136c7a622f0987fd772594a4cb842f713713ab6,1,1,0,0,240,113.182,204,1,0,0,0,0,0,0
pig,00203ef15a5f965d8c33d7fdebbbdeb8a80be465,3,2,1,0,275,144.843,369,1,0.000000,1.000000,0,155,0,155.000000
pig,7b40e54b7a56566525798b2fd92df92d0b871122,2,1,1,0,28,23.202,52,1,0.000000,1.000000,0,38,2,40.000000
pig,5ffccb0fb58614d864ab9a5571796787b7567fa2,3,4,5,0,29,24.0951,72,1,0.000000,0.200000,0,861,67,185.600000
pig,d2593b211879c49c40d32cc77faa430422847189,3,2,5,0,30,25.0947,75,1,0.000000,0.200000,0,39,45,16.800000
pig,c4148ef4a7b19305efdc0494875939f940c2fafb,3,3,3,0,276,144.468,545,1,0.000000,0.333333,0,300,5,101.666667
pig,b2c4aba0ca554b157aabab2ad56d9aa50797116a,3,2,2,0,35,26.777,89,1,0.000000,0.500000,0,146,15,80.500000
pig,d1088670349609dddb0c54f5894e5cdb975c751c,2,1,2,0,31,25.7299,58,1,0.000000,0.500000,0,12,0,6.000000
pig,dbf2952d744d343ad91422325afca737a59db94a,1,1,1,0,32,26.7297,29,1,0.000000,1.000000,0,4,6,10.000000
pig,7c49b11b66624ca75a22753060d0ac038be3d17e,1,6,23,0,2,1.87194,2,1,0.000000,0.043478,0,744,654,60.782609
pig,23102e67c9ddcedf1d268235790527a7f540c30d,2,5,11,0,3,2.87189,3,1,0.000000,0.090909,1,176,222,36.181818
pig,ae99b6522f2806feb1a1a3532f4905a62551b1ea,3,3,3,0,33,27.6657,81,1,0.000000,0.333333,1,41,21,20.666667
pig,573374db067b20e2c419d57f110fee4ac59bccce,3,2,2,0,34,28.6569,84,1,0.000000,0.500000,1,20,12,16.000000
pig,502609a35a832f616063f727e3c7a8a69c45a9f6,1,5,17,0,4,3.8417,4,1,0.000000,0.058824,0,366,229,35.000000
pig,79db8b56efacfe7f229c3e0ccba73a1dc11a576d,1,2,7,0,5,4.84157,5,1,0.000000,0.142857,0,1131,0,161.571429
pig,75dba0353241d9b9d097cf949d5729e5eef8d417,1,3,2,0,277,143.965,9,1,0.000000,0.500000,0,43,14,28.500000
pig,fa751bd519976df8909cd4288c34c91ba08cbed8,3,1,0,0,278,144.757,374,1,0,0,1,0,0,0
pig,3848831eb44dffc1ebcc210691f28c1ad52abd89,2,1,1,0,241,111.832,299,1,0.000000,1.000000,1,7,0,7.000000
pig,d25579979db1b559f81ecfe953a49802e89f194b,1,0,0,0,279,145.483,210,1,0,0,1,0,0,0
pig,89256e31ef9d2d8905c8d389dfcfd2f98910f682,1,1,0,0,280,146.483,124,1,0,0,1,0,0,0
pig,52e60af7ce315dd8ffb7480261bd86885df3a22a,2,1,1,0,35,29.3085,65,1,0.000000,1.000000,1,27,10,37.000000
pig,24d156f61a052cb2f9c11b9cf6645e4cc1f554c6,2,0,0,0,36,30.3082,37,1,0,0,0,0,0,0
pig,75be1fd0802212db995160a96bb3da0078433ea3,3,2,2,0,37,31.2954,90,1,0.000000,0.500000,0,38,1,19.500000
pig,f83af4430dbdbb38011056d57731435e184a8b70,1,1,1,0,38,32.2869,34,1,0.000000,1.000000,0,1,1,2.000000
pig,1d7e6a032037bbec89f9b85a93d640b43335212b,3,2,2,0,39,33.2427,94,1,0.000000,0.500000,1,8,1,4.500000
pig,6e3cb3fd1fd87c16bdb1f8b967e378fb7d729143,2,10,91,0,242,112.548,62,1,0.000000,0.010989,0,503,5479,65.736264
pig,cd806beee13df3656e35264abb76e64e0b0b9845,3,7,8,0,281,147.261,552,1,0.000000,0.125000,1,166,217,47.875000
pig,56bc6f188b3614e008e52f9726275ce06bfa7bae,2,2,2,0,282,148.261,429,1,0.000000,0.500000,1,2,2,2.000000
pig,3a6f56520ce3564caab00628906e1fc79cbce4e7,2,4,4,0,283,149.23,431,1,0.000000,0.250000,1,29,7,9.000000
pig,804ded38d4e8e00d1065d8c9d3139c5d68a66ff1,1,0,0,0,40,34.1613,4,1,0,0,0,0,0,0
pig,b5c7b2ec340ac69b95e1772db7f14dac5fed9bfa,3,2,2,0,243,113.401,427,1,0.000000,0.500000,1,91,16,53.500000
pig,c0045b34cd76eddc9ffbe003c84d0d972ce04096,1,5,6,0,244,114.381,14,1,0.000000,0.166667,0,2324,44,394.666667
pig,c385c3298b889395b39fa592904ffd1cbf7d5d08,2,2,5,0,284,149.321,433,1,0.000000,0.200000,1,5,5,2.000000
pig,4d80656aa6b20bfc2da254d92f9981e7410c77ee,2,3,3,0,285,150.32,435,1,0.000000,0.333333,1,16,13,9.666667
pig,a0d39db015b43ec975198e653f86f9064d07ab5a,3,2,2,0,41,34.9006,97,1,0.000000,0.500000,1,36,1,18.500000
pig,40cbad12120a72f16505cd3019a5b9013a3d7c66,1,1,1,0,42,35.9005,37,1,0.000000,1.000000,1,137,0,137.000000
pig,a9dd49eb6a86b95f41ab1af87c0d8cde98d98083,1,1,1,0,43,36.9004,38,1,0.000000,1.000000,1,22,0,22.000000
pig,21e4fc8d59f9c1616c4e6b186ec931eb58f4c109,1,1,2,0,44,37.8996,39,1,0.000000,0.500000,1,34,0,17.000000
pig,cda03036bc185c24018b58f31597d0ba9707f0f4,2,2,4,0,45,38.8808,65,1,0.000000,0.250000,1,7,5,3.000000
pig,524b5227898fadfad4b363309817dd67648add33,3,4,8,0,36,26.9481,92,1,0.000000,0.125000,0,358,29,48.375000
pig,adb16420cd90ac159d3c60880615b7f8d8205e86,3,10,33,0,286,151.06,563,1,0.000000,0.030303,1,45,43,2.666667
pig,3ace7be5d6725751b8f3b7bacdaa45b4459f5e54,1,3,7,0,245,114.636,15,1,0.000000,0.142857,0,93,97,27.142857
pig,ffa928bd1f3060c68d767b81d3e2c3a0abe7b7d8,3,13,42,0,287,151.84,451,1,0.000000,0.023810,1,105,105,5.000000
pig,855f05670d9bc7348c45d941c4be48e326b53514,2,2,3,0,46,39.7101,67,1,0.000000,0.333333,1,3,3,2.000000
pig,5331eaabb31378dd411dfc2e9c0a14f2e98b199d,2,1,0,0,288,152.644,441,1,0,0,0,0,0,0
pig,2e35dc7de27b6a41008209366dd83babaf083bb7,3,5,5,0,246,115.461,430,1,0.000000,0.200000,0,53,0,10.600000
pig,7cac6ec02956bbd2b33690e39ece319e5ba6f5ea,3,8,9,0,247,116.439,433,1,0.000000,0.111111,0,669,14,75.888889
pig,6f452c3a09d99fc189e9116bf2d5f5b7388e6259,3,15,21,0,289,153.573,570,1,0.000000,0.047619,1,36,44,3.809524
pig,6df052a93b301adbddfecbb67acd78f88c98fbbf,3,2,2,0,248,117.29,436,1,0.000000,0.500000,0,61,1,31.000000
pig,d3d1b3f68a44df1a37549a394c031c5747a1d02a,1,0,0,0,249,118.283,99,1,0,0,0,0,0,0
pig,c9ab5ad46475deb0c2d527a91f9e40fefad4700b,3,3,3,0,47,40.5257,107,1,0.000000,0.333333,0,67,2,23.000000
pig,495f1b983fb2a8c980a8f920d2d8e79e2aa0fe41,1,1,0,0,250,119.269,16,1,0,0,1,0,0,0
pig,f249dba1e9bbb78f4719985bd29fa97e2f230368,2,0,0,0,48,41.5155,44,1,0,0,0,0,0,0
pig,c66b252e43a8cbbee7fbff1f657d87b644158493,3,19,35,0,49,42.5153,83,1,0.000000,0.028571,0,69,38,3.057143
pig,4193dd2749268958d30cf23064263209e75e3b80,2,21,71,0,50,43.5152,85,1,0.000000,0.014085,0,126,36,2.281690
pig,734d4e29bd9cc21009369bd867996054b36b1dad,2,12,19,0,290,154.343,445,1,0.000000,0.052632,1,2,60,3.263158
pig,dd2cd3df3e7f5ea5e04d6edb5bbefcad7fa1ec68,4,8,12,0,291,154.87,588,1,0.000000,0.083333,1,16,16,2.666667
pig,b648a07949941a9b1f350dcabc7a98bd3b602408,1,1,0,0,292,155.625,14,1,0,0,0,0,0,0
pig,c4ed5bd9b82b3bbb995d3c27be7fbf6bcba98107,4,10,11,0,293,156.562,592,1,0.000000,0.090909,1,4,37,3.727273
pig,45caaca39da2ab9bcbf2dfbcb44c10a4992be4ac,3,8,11,0,294,157.343,581,1,0.000000,0.090909,1,48,54,9.272727
pig,bbdaa39b79dc542ad7e69f8ee92a9034d2831c4f,3,4,11,0,251,119.432,440,1,0.000000,0.090909,0,1372,27,127.181818
pig,204aacc64eb620dec1aa1175989ec159d143a56e,2,1,1,0,51,43.9874,87,1,0.000000,1.000000,1,33,41,74.000000
pig,6982de4a6f64f4dfc9db85312f5f19567910fdea,3,11,13,0,295,158.088,584,1,0.000000,0.076923,1,72,93,12.692308
pig,def516103700f2f9a9c4bdf18888eb461dfb61f3,3,4,3,0,296,158.88,587,1,0.000000,0.333333,1,1,12,4.333333
pig,021a79354809056ffff5358a162b3d9df3c1a047,3,8,13,0,37,27.4294,95,1,0.000000,0.076923,0,693,287,75.384615
pig,95bdde3ec0849f1d3aa4f3a1fc4ca85dca8c6fd5,1,4,7,0,38,28.428,37,1,0.000000,0.142857,0,927,0,132.428571
pig,a3e2b928c4c96ec4ac96dc0f9ea03660a2cc73c0,3,2,2,0,39,29.4133,99,1,0.000000,0.500000,1,61,0,30.500000
pig,0f7466aac22a2c94410e1a79335d9fa6eaff6442,3,11,18,0,297,159.789,590,1,0.000000,0.055556,1,126,490,34.222222
pig,86b05c903cea6b312978f2750aa8bf5978c3ceea,3,13,14,0,298,160.598,593,1,0.000000,0.071429,1,24,23,3.357143
pig,7493377df2a9d97da3accad99f2a43a9ec557ab6,3,2,2,0,40,30.3559,102,1,0.000000,0.500000,0,200,2,101.000000
pig,0ba56dff0caca9c95c7040aba89cd647b1e23ff1,3,2,2,0,41,31.3553,105,1,0.000000,0.500000,0,271,6,138.500000
pig,8e8aeb148236938aa5a0028fd5cf8b8c9efc6234,1,3,2,0,252,120.048,17,1,0.000000,0.500000,0,142,62,102.000000
pig,d533f69e94217a992412cad344bd18a4c75cd575,3,3,3,0,253,121.04,443,1,0.000000,0.333333,0,40,15,18.333333
pig,085f7c77c6faac4952cd79c58cf599004f707061,3,2,2,0,42,32.1467,108,1,0.000000,0.500000,0,61,0,30.500000
pig,5964ce236beaa535c8e1f24deafcd76677ca23d0,3,6,6,0,43,33.146,111,1,0.000000,0.166667,0,233,93,54.333333
pig,b491d62feb74c1e1d5e8cc34a80d3f8ecb99acb4,3,4,4,0,44,34.061,114,1,0.000000,0.250000,0,298,111,102.250000
pig,a3bd0adb49c5036408b2973c01a34d7537b8d37b,4,10,11,0,299,160.287,611,1,0.000000,0.090909,1,37,50,7.909091
pig,b48062d53a5a1dc9018ad400513cbd15de11f0ca,5,3,2,0,254,121.017,504,1,0.000000,0.500000,0,60,17,38.500000
pig,3af741d2de0357bd776e68bdde56ea53fd44bd7b,1,1,0,0,255,122.01,133,1,0,0,0,0,0,0
pig,4c9ab45224ed2db0d7ae3a73122d3d90cfcec028,1,12,106,0,256,122.994,18,1,0.000000,0.009434,0,6961,572,71.066038
pig,44a622f8cc460734deb293bef1ebbcebc8e6dd49,2,2,2,0,45,34.9119,40,1,0.000000,0.500000,0,485,0,242.500000
pig,059aa469202b9a98b78004f65dc358693371239f,2,1,2,0,52,44.1106,89,1,0.000000,0.500000,1,83,38,60.500000
pig,a4e4c4c8d3749424ef04310230af4b7f3e2967e7,3,2,1,0,46,35.8872,118,1,0.000000,1.000000,0,30,0,30.000000
pig,19ed33dcab3caafbd6dca9c0aeac755cfd90cc3d,1,3,6,0,47,36.8351,1,1,0.000000,0.166667,0,430,11,73.500000
pig,3f979a89e7c3c60bbfa96adcd612b52d4aa83858,1,8,18,0,257,123.242,19,1,0.000000,0.055556,0,3630,39,203.833333
pig,c030c5e4df744f3ec80216e632235be7bbb4fb1a,3,2,2,0,300,159.454,599,1,0.000000,0.500000,0,134,2,68.000000
pig,07bdb8c28b4740e9806bb7c46b8cae3b4b89d351,1,1,0,0,301,160.373,10,1,0,0,0,0,0,0
pig,5ab976032700eeccb85df2d7513633c3eac16049,3,7,18,0,53,44.4477,119,1,0.000000,0.055556,0,2002,14,112.000000
pig,5ec700ed43bf87d91bc7b52950c72868d0f27880,3,9,63,0,54,45.3996,122,1,0.000000,0.015873,0,3554,532,64.857143
pig,7886cc4ab0d8706fd4beb3ec0b7817ce5c01227f,2,1,0,0,302,161.19,465,1,0,0,0,0,0,0
pig,2f927c23b57dfa9c46f4c04f3a9fbe95a09c7436,1,0,0,0,303,162.189,231,1,0,0,0,0,0,0
pig,e830eeae5b31b51498a68f6d20c87844bfe81904,2,0,0,0,304,163.189,275,1,0,0,0,0,0,0
pig,1a0b140b37f45c0b09b58d10d7de6840ff3276ca,2,1,3,0,258,122.995,316,1,0.000000,0.333333,0,18,1,6.333333
pig,f6ca637bba3a774ac13fd1a55edd5eda1026810f,2,3,5,0,259,123.991,348,1,0.000000,0.200000,0,392,0,78.400000
pig,8e04dff48fe298ba58c5fc7b1dbbf7b79ace7ebf,3,3,5,0,55,45.7524,125,1,0.000000,0.200000,1,357,268,125.000000
pig,f3f3126d87d75acfc530fe1b2e311c1456535934,3,7,12,0,305,162.583,606,1,0.000000,0.083333,0,130,110,20.000000
pig,ab33ae58ef726b560ff2e19d3aa007ef3e985734,1,11,68,0,260,124.632,20,1,0.000000,0.014706,0,11960,283,180.044118
pig,7290257f81fc5d51d1f904d8a036fd304d4409d6,3,3,3,0,48,36.7725,121,1,0.000000,0.333333,0,132,78,70.000000
pig,5f6dddb125f1943d81e7f7c64e33f76f76277c8a,1,1,0,0,261,125.435,21,1,0,0,0,0,0,0
pig,3f76a83071125976cd0503ac917e05e3c0f3d733,1,3,2,0,262,126.225,22,1,0.000000,0.500000,0,137,2,69.500000
pig,4a50c6b4ffb21eda5ef89ccf47dde97ec4058647,2,1,1,0,306,162.233,471,1,0.000000,1.000000,0,73,49,122.000000
pig,337f5fb5038215ac2396e47aa1c1146f25083f07,3,3,3,0,307,163.022,611,1,0.000000,0.333333,0,60,38,32.666667
pig,35ada1f1b8bafbf197174481b8b79ffa2ea290cf,1,4,3,0,263,126.53,23,1,0.000000,0.333333,1,512,29,180.333333
pig,aa8875af39ea2c20a88c50a9e33e4109ce686f7c,3,2,1,0,264,127.504,454,1,0.000000,1.000000,0,5,0,5.000000
pig,49c6768fc1be75aa252446700c8d168f6c676869,2,1,0,0,308,163.963,375,1,0,0,0,0,0,0
pig,87cce5aa91d590fc04a5be2bc8dc008d760db9d2,1,3,3,0,265,128.324,24,1,0.000000,0.333333,1,114,20,44.666667
pig,a469100d879efc356b514aab2a0fde27fb0c0abc,3,2,2,0,309,163.44,616,1,0.000000,0.500000,0,95,1,48.000000
pig,c61e9ee61ba046b9de9719b48af24341395eaee4,1,5,2,0,266,128.205,25,1,0.000000,0.500000,0,269,1,135.000000
pig,b090e01b7c8a80f50448a5b95f712de4f42279bf,3,2,2,0,267,129.173,457,1,0.000000,0.500000,0,73,0,36.500000
pig,47790091c79b5a81d245893829ef4a8a69a025e2,3,2,2,0,310,164.127,619,1,0.000000,0.500000,0,38,7,22.500000
pig,23759a79c9cf27cbba24639c1127deb0177caf4e,3,4,5,0,268,130.153,460,1,0.000000,0.200000,0,129,3,26.400000
pig,f91f785628ebfe1816b96f30560e9d5281fb02b0,2,1,0,0,311,165.109,480,1,0,0,0,0,0,0
pig,cf2c6cd13fc2af64be3da61cd4e531e465ecff74,1,5,8,0,269,131.129,26,1,0.000000,0.125000,0,129,84,26.625000
pig,14bb336b26def4ad822d39292a73e694ae220f9f,3,2,2,0,312,165.792,624,1,0.000000,0.500000,1,68,3,35.500000
pig,b408e2517df9b3b140bdb541f49b676d9c4488ba,3,2,2,0,49,36.6488,124,1,0.000000,0.500000,0,32,3,17.500000
pig,b84b889829fd34172d9332ebb8564e0c2a58c0d3,3,2,2,0,313,166.604,627,1,0.000000,0.500000,1,77,0,38.500000
pig,95f98f81714a4cc47dbdefdc6320379e79018ea1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
pig,1ca02d3f22ecb72afdad420327d18f3db56ea749,3,3,4,0,270,131.734,463,1,0.000000,0.250000,1,182,126,77.000000
pig,bfaa751e5c834cccbc89c34556a6d1e8706671af,3,19,68,0,56,45.1557,128,1,0.000000,0.014706,0,3936,268,61.823529
pig,3dd42920dfa732e600512ebdc281bdd5390001df,2,1,0,0,314,167.535,486,1,0,0,0,0,0,0
