fix_commit_hash,inducing_commit_hash,is_Friday,is_latest_bic,is_earliest_bic,is_largest_mod,candidate_commit_to_fix,lines_of_modified_code
3e2d06bd3d574eb47ec27edcc6832ed9678e7863,1125a4876b455d41b4c858cc97e8f8feef0fa8d0,1,1,0,1,3779,97
3e2d06bd3d574eb47ec27edcc6832ed9678e7863,a782b83c2877b3beebf114d602f006fa6781da86,0,0,1,0,22441,29
572f23a96e0f1767696df2ac55783c6c172ac456,7ba47ca1fd7135fc9860caa70fc9ef7645f75950,0,1,1,1,2706,246
35217f0f61c633efe1f6e5ecab18d1700b9d570b,0275b687648aa88ffda38e45db1cab1b55010125,1,1,0,0,2546,5
35217f0f61c633efe1f6e5ecab18d1700b9d570b,907db008ab0007f0a02da62b68130344fc2e9353,0,0,1,1,5895,9063
c3892a582f983d2774e4024c74ff1c916467ef4f,b2a7e8df900eabe41d6e866f8b66aadd8a0d31d7,1,1,1,1,462,260
7ee486c15f51177016baf85c1d21244b84667dc2,1bf56b452e5b28020e7acf2f00caa03645b49c52,0,0,1,0,18489,2
7ee486c15f51177016baf85c1d21244b84667dc2,54d7d31cba84232b50fef4287951b2c4bfa746c2,0,1,0,1,10514,60
a1b0a0b9cd313535f954d8033ea6672ddd5ccc2a,93dbce4ddd98ca9a4ff2f597b165c87410cabd0e,1,1,1,1,104,17
33d9889a2bdd611bcc255c68c43d60b8919ab663,707c1e2e263fd34f70a5f780e77820d667ba2931,1,1,1,1,6570,218
3bf9974b6c4ee9f2a8204c058e1b7c206b99d620,c2c5b13e5d8a77eeee36028940175f182fda1ec9,0,1,1,1,432,655
2748dd0f1c5587433f3ef791aa85b8a7aa54515a,6b1dba214db3058b143bbb4d4c4bdfee32d100f1,1,1,1,1,599,150
1ec54b3556ff24d3cfee72bebba48be90243fb2d,2f657a1416f2f81dd1be900269c4ae9bdb29f52d,0,1,1,1,711,120
83b8a76f0c246bde442f36681a59a735896110cd,b51c59254709ccf5229c84eccc03011e5f0e52d1,0,0,1,1,18994,61
83b8a76f0c246bde442f36681a59a735896110cd,0a71d1c6a7289cbadcef5f4a28dd94307decc5be,0,1,0,0,18933,40
81199eaf0e7e78144617c277798bf0c944f7b2c7,5a11670fcaad0a58de48425ba80510effbe35628,0,1,1,1,608,16
ae0cb94b69b65e4561932b668deb0b19a19dbe94,302908657f492f064f9bddac794db477f53ab958,1,1,1,1,1969,27
