fix_commit_hash,inducing_commit_hash,is_Friday,is_latest_bic,is_earliest_bic,is_largest_mod,candidate_commit_to_fix,lines_of_modified_code
464568b14430a6506712f91584bdfc26810f8f69,858a854a54d06070c2a1959a081c0f678eb6a659,0,1,1,1,10544,730
ee50f753f89ad321bbad2625f34ac6cd649ed318,44c3d7201b173e3708b0839d4a3ec1e1a3fb5d9b,0,1,1,1,1,35
c412c828d2ba2a1e2f8885b5401e85d2f52d007b,e4b2ea0e07a6cb59a442e0350aecf3b4b40f2fc1,0,0,0,1,10053,9
c412c828d2ba2a1e2f8885b5401e85d2f52d007b,f7ffa2c2d8156f7c6489c2b9a8fc45a47b1f1bd3,0,0,1,0,14064,8
c412c828d2ba2a1e2f8885b5401e85d2f52d007b,d76d9bddb43dee13bd80e0937a4aace2229a2b2f,0,1,0,0,295,6
fec06d6358f5783142d03950ee76bf18987bb27b,ddea86b4001df231adcf0afaeec73bb12c5afa08,0,1,1,1,1,64
5cf71092e69288c9c4b7f6bc41761a4590316be3,4a79aa1398fa870982334f312e6b700938d35042,0,1,1,1,5,11
1a0605bf52ab4d02ec80c78c50e9dd7dcac57e19,e1afdb3b5f29fd685f5b6727a6eca355506a160b,1,1,1,1,717,168
3b4526cc803356907f2c7ca49ddae00266f2cbdc,89836a36736008e315c98a325dba9be6c62e0b10,0,1,1,1,1,12
51acb67edcc64926a24a3a8d7bc7c048b89fe5b0,1299cf4f89a5c836142632e0ebe380ae34c67ad0,0,1,1,1,1,30
63a94e51d28d8336211a7a6655157709dad2e0cd,1595d545caaba35d5bcc1159771960b8b2bde794,0,1,1,1,5,87
6767538a2a820706a149c72d5b7d437521c29dcf,1595d545caaba35d5bcc1159771960b8b2bde794,0,1,1,1,7,87
5af3b8b637f4e7b0052801575a09b98e6aa5b099,28ae08adbf6ce91870fc205f8ca4d23282265612,1,1,1,1,9,14
3ea37a3b5da18929444d0d96838638951b7671ce,8aa4e450b3767405e087e16748c4cb22563d47ff,0,1,1,1,5,329
3141a17dedd2a55c96fc665ad1561ccda1fbd21d,f39a6912799a9d16064f34427bc2f574a2ee2f06,0,1,1,1,2,29
1a1887cb11a9525370ea1f69ce475613344faefe,d37a3550b55dda33f4463c5aac4d73d05a608a37,0,1,1,1,2,50
4a4475b3a418fe456d18595deda9b537f85e9c4a,d07f53a27e0ac46046ababb3f9f57181a9708be6,0,1,1,1,2,6
0b55600593a296d6046e8df643fa1c3a4a9c57cc,e7acb5adbac325359dcc2da429b6113b006eaae7,0,1,1,1,1,5
050c21675e7deef0d947857dac70a13d32ddcd2d,6fd62e648137bef9628a70fc916ee8f087d66849,0,1,1,1,4026,10
