fix_commit_hash,inducing_commit_hash,is_Friday,is_latest_bic,is_earliest_bic,is_largest_mod,candidate_commit_to_fix,lines_of_modified_code,project,ns,nd,nf,entropy,exp,rexp,sexp,ndev,age,nuc,fix,la,ld,lt
a2d882aba9095bcd210fd956216f764fa3637eee,c124aac3600e745116dcfa9700633b014461c7b9,0,0,0,0,473,9,Parrot,1.0,2.0,2.0,0.35218,310.0,276.186,219.0,2.0,3.09414,6.0,1.0,3.0,6.0,1005.5
a2d882aba9095bcd210fd956216f764fa3637eee,2381341cc912f4e75b86ce6e250068c8fcf7c595,0,0,0,0,820,2,Parrot,1.0,1.0,1.0,0.0,29.0,27.981,4.0,2.0,0.00143519,6.0,1.0,1.0,1.0,155.0
a2d882aba9095bcd210fd956216f764fa3637eee,1f7f4cf8893946aaaa2a25a5ca4f8ce78bb08aaf,0,0,0,0,670,45,Parrot,2.0,2.0,3.0,0.269048,170.0,164.346,143.0,2.0,0.877546,28.6667,0.0,28.0,17.0,125.333
a2d882aba9095bcd210fd956216f764fa3637eee,b1a8be2dd7bbb34dc1e94f4f9730214a417a3b88,0,0,0,0,827,249,Parrot,3.0,6.0,8.0,0.273399,22.0,21.0329,22.0,2.0,2.7113,11.375,0.0,188.0,61.0,348.25
a2d882aba9095bcd210fd956216f764fa3637eee,4bf21ec6530828e94dd09186793402454850291b,1,0,0,0,467,849,Parrot,4.0,6.0,8.0,0.275196,316.0,279.859,375.0,2.0,7.01964,20.25,0.0,345.0,504.0,266.375
a2d882aba9095bcd210fd956216f764fa3637eee,d3b1a2c9a781201b4e89b947a41b3740dbe1d297,0,0,0,0,672,35,Parrot,1.0,1.0,1.0,0.0,168.0,162.373,23.0,2.0,1.70289,48.0,0.0,29.0,6.0,122.0
a2d882aba9095bcd210fd956216f764fa3637eee,16d05715c08bef0261b55bfd578cc31cea5e94ab,0,0,0,0,862,9,Parrot,2.0,2.0,2.0,0.847128,261.0,242.182,217.0,1.0,3.25004,20.5,0.0,5.0,4.0,464.0
a2d882aba9095bcd210fd956216f764fa3637eee,534f26918326d486c815021257af0bce6473ae1d,0,0,0,0,570,145,Parrot,3.0,3.0,4.0,0.292414,256.0,239.412,263.0,2.0,3.98851,22.5,0.0,69.0,76.0,161.25
a2d882aba9095bcd210fd956216f764fa3637eee,70dce3b5148891db362e2336a645694826cdae12,0,0,0,0,68,134,Parrot,4.0,7.0,10.0,0.475382,624.0,524.531,624.0,2.0,30.4518,20.3,0.0,76.0,58.0,301.4
a2d882aba9095bcd210fd956216f764fa3637eee,cd2323fece470bf7a100e7f2aab85af42c1e6f5c,1,0,0,0,84,1838,Parrot,7.0,19.0,42.0,0.406443,425.0,315.399,537.0,2.0,15.1984,7.38095,0.0,1096.0,742.0,168.738
a2d882aba9095bcd210fd956216f764fa3637eee,0f4a16ee36e706d4b8f25590bfbb6db6b50b798e,0,0,0,0,861,139,Parrot,3.0,5.0,5.0,0.30311,262.0,243.167,253.0,1.0,0.622229,13.8,1.0,99.0,40.0,202.2
a2d882aba9095bcd210fd956216f764fa3637eee,b6dfc187d548f6c51279c623beb31b7df70c485c,0,0,0,0,975,435,Parrot,1.0,1.0,2.0,0.172312,148.0,143.144,100.0,1.0,2.95986,6.0,0.0,218.0,217.0,486.5
a2d882aba9095bcd210fd956216f764fa3637eee,f7f0dadb040e372e6f885f70e8c9b9f3262b3c7e,0,0,0,0,563,1669,Parrot,5.0,20.0,52.0,0.387301,300.0,253.116,397.0,2.0,4.01034,7.59615,1.0,1103.0,566.0,145.192
a2d882aba9095bcd210fd956216f764fa3637eee,ffb351e6785ea344ede492c95b4f2a6689af2099,0,0,0,0,137,144,Parrot,1.0,3.0,4.0,0.523119,560.0,469.708,353.0,2.0,15.9543,21.75,0.0,72.0,72.0,611.0
a2d882aba9095bcd210fd956216f764fa3637eee,2c9b18094848ca6cc3b416e9c012b83d168b0d91,0,0,0,0,73,27,Parrot,1.0,1.0,1.0,0.0,428.0,316.863,284.0,2.0,0.265938,39.0,0.0,3.0,24.0,964.0
a2d882aba9095bcd210fd956216f764fa3637eee,e6092b697cdac978c6579dd3a403b3a26937c992,1,0,0,0,468,201,Parrot,2.0,2.0,2.0,0.717547,315.0,278.889,265.0,2.0,8.77179,13.0,0.0,146.0,55.0,619.5
a2d882aba9095bcd210fd956216f764fa3637eee,dd78b9e3acca6615db6987cd741ee4c983da8eb1,0,0,0,0,288,149,Parrot,1.0,1.0,3.0,0.163245,427.0,349.964,4.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0
a2d882aba9095bcd210fd956216f764fa3637eee,07cd08cd8ee3209112512c385d095fa1f91b5906,0,0,0,0,77,30,Parrot,1.0,1.0,1.0,0.0,426.0,315.532,52.0,2.0,5.3188,26.0,0.0,16.0,14.0,151.0
a2d882aba9095bcd210fd956216f764fa3637eee,b4cb5cabf93f414d7a22ca63b675b69337f9ed8e,0,0,0,0,609,48,Parrot,1.0,2.0,2.0,0.57938,218.0,206.541,159.0,2.0,7.33344,18.5,0.0,31.0,17.0,329.0
a2d882aba9095bcd210fd956216f764fa3637eee,da46c5f37a77ebbd82228581c46c4312caf846ed,0,0,0,0,305,177,Parrot,1.0,1.0,2.0,0.506183,416.0,353.821,61.0,2.0,30.8768,19.0,0.0,96.0,81.0,96.0
a2d882aba9095bcd210fd956216f764fa3637eee,214e5a3fe2e71e8a3fcc6efea53cce6399f85c4e,1,0,0,0,541,38,Parrot,1.0,1.0,2.0,0.0700276,269.0,246.842,195.0,2.0,1.16366,2.0,0.0,19.0,19.0,133.5
a2d882aba9095bcd210fd956216f764fa3637eee,fc02d6d62d1d73d8d26792882a7b9912d0608098,1,0,0,0,92,28,Parrot,1.0,2.0,2.0,0.210758,605.0,511.286,109.0,1.0,3.30287,2.5,1.0,15.0,13.0,532.0
a2d882aba9095bcd210fd956216f764fa3637eee,2a36bf687063afce0885c4b72fb28aebc99fe4db,0,0,0,0,525,175,Parrot,3.0,3.0,4.0,0.178924,316.0,262.303,358.0,2.0,1.69866,4.75,0.0,120.0,55.0,187.0
a2d882aba9095bcd210fd956216f764fa3637eee,02dc18ee8f4243b4d8d318b924d51658f2611131,0,0,0,0,697,285,Parrot,1.0,2.0,3.0,0.320192,148.0,143.589,103.0,2.0,0.00569444,17.6667,0.0,148.0,137.0,236.667
a2d882aba9095bcd210fd956216f764fa3637eee,f45dc862e7310b61dca9c6862b6d583661fd2341,1,0,0,0,499,1533,Parrot,2.0,2.0,4.0,0.241107,304.0,277.384,255.0,2.0,0.251832,2.5,0.0,1450.0,83.0,58.25
a2d882aba9095bcd210fd956216f764fa3637eee,13d8a9d5e173e2587296caee180707ca7ff52990,0,0,0,0,156,4,Parrot,2.0,2.0,2.0,1.0,546.0,457.051,146.0,2.0,0.0977315,64.5,0.0,2.0,2.0,320.5
a2d882aba9095bcd210fd956216f764fa3637eee,c6dfbb9267f9ab25158c932908287d4bb4bc0e0a,1,0,0,0,89,338,Parrot,1.0,2.0,2.0,0.00706721,608.0,514.261,112.0,1.0,0.35044,0.5,0.0,334.0,4.0,55.0
a2d882aba9095bcd210fd956216f764fa3637eee,89e5957891d8f221fd6fdb209de80ff5ca898109,0,0,0,0,800,55,Parrot,1.0,1.0,2.0,0.0994404,49.0,47.7346,35.0,2.0,1.23259,19.0,0.0,27.0,28.0,704.5
a2d882aba9095bcd210fd956216f764fa3637eee,16dd5f6e3df5b6f534b5e9106a1b6ad7731dd14c,0,0,0,0,266,89,Parrot,1.0,1.0,1.0,0.0,447.0,368.259,61.0,2.0,17.3423,18.0,0.0,66.0,23.0,522.0
a2d882aba9095bcd210fd956216f764fa3637eee,65f0dd771c756af655d5bd2a5a3bfdc9720046d3,0,0,0,0,865,1792,Parrot,5.0,11.0,30.0,0.422394,258.0,239.282,346.0,1.0,8.57557,5.2,0.0,520.0,1272.0,224.467
a2d882aba9095bcd210fd956216f764fa3637eee,233e7141b60d8f762f041d581d3ad50ed194b49a,0,0,0,0,438,197,Parrot,1.0,3.0,7.0,0.31548,333.0,293.804,241.0,2.0,0.453738,13.2857,0.0,184.0,13.0,166.571
a2d882aba9095bcd210fd956216f764fa3637eee,1e0af597ad1c5aef8a5798f929b92303f3c180f9,0,0,0,0,580,13,Parrot,1.0,1.0,1.0,0.0,246.0,230.423,177.0,1.0,0.0533681,10.0,0.0,12.0,1.0,524.0
a2d882aba9095bcd210fd956216f764fa3637eee,5afdfd048ccf5c85a59cbd8fcaac951fb2951428,0,0,0,0,368,2,Parrot,1.0,1.0,1.0,0.0,381.0,301.791,263.0,2.0,4.14034,24.0,0.0,1.0,1.0,801.0
a2d882aba9095bcd210fd956216f764fa3637eee,824c64f6ced0fff76a3725c53bc6acd34f5ad65b,0,0,0,0,454,159,Parrot,2.0,2.0,4.0,0.212573,321.0,283.894,273.0,2.0,9.71284,4.25,0.0,140.0,19.0,204.0
a2d882aba9095bcd210fd956216f764fa3637eee,ee2c56cec69da57b3d7f2c4fb2dc388f4c8000d6,0,0,0,0,1054,351,Parrot,5.0,6.0,7.0,0.144128,69.0,67.3103,94.0,1.0,3.04357,2.0,0.0,203.0,148.0,51.8571
a2d882aba9095bcd210fd956216f764fa3637eee,8ea0fa5410435d0ed553936d903af1e421a34c98,0,0,0,0,140,1,Parrot,1.0,1.0,1.0,0.0,423.0,315.871,281.0,2.0,0.283333,40.0,0.0,1.0,0.0,342.0
a2d882aba9095bcd210fd956216f764fa3637eee,13dc291f29208b66d0447aba94b76a3a27b425eb,0,0,0,0,372,4,Parrot,1.0,1.0,1.0,0.0,377.0,300.546,259.0,2.0,0.0043287,23.0,0.0,2.0,2.0,801.0
a2d882aba9095bcd210fd956216f764fa3637eee,5c959f30430243e7595371ddaa023f6720cf787f,0,0,0,0,595,80,Parrot,3.0,3.0,4.0,0.208533,231.0,216.766,235.0,2.0,18.2681,14.75,0.0,33.0,47.0,242.5
a2d882aba9095bcd210fd956216f764fa3637eee,33fc0c221a6943c7c285c2911fcbbec7b4562801,0,0,0,0,597,23,Parrot,2.0,2.0,2.0,0.427141,229.0,215.108,201.0,2.0,0.138675,20.0,0.0,12.0,11.0,290.5
a2d882aba9095bcd210fd956216f764fa3637eee,0616315781f58e7c659ea172cb75e1a8b5c68c58,0,0,0,0,295,123,Parrot,3.0,4.0,6.0,0.30097,422.0,357.327,435.0,2.0,22.8348,13.6667,1.0,108.0,15.0,268.667
a2d882aba9095bcd210fd956216f764fa3637eee,3dfd892a09806b55d4a71dd52c7f704dea429947,1,0,1,0,1120,3109,Parrot,7.0,7.0,32.0,0.587162,3.0,2.99993,0.0,0.0,0.0,0.0,0.0,3109.0,0.0,0.0
a2d882aba9095bcd210fd956216f764fa3637eee,d3e480fc59039a73e0d904eeb2b8f359240a4594,0,0,0,0,18,406,Parrot,4.0,10.0,15.0,0.385773,21.0,20.9888,40.0,3.0,0.181025,30.0667,0.0,203.0,203.0,855.8
a2d882aba9095bcd210fd956216f764fa3637eee,d3e480fc59039a73e0d904eeb2b8f359240a4594,0,0,0,0,18,406,Parrot,4.0,10.0,15.0,0.385773,21.0,20.9888,40.0,3.0,0.181025,30.0,0.0,203.0,203.0,855.8
a2d882aba9095bcd210fd956216f764fa3637eee,0a0a901dbd45fc796982b156da0af705a3fb9858,0,0,0,0,152,282,Parrot,1.0,1.0,2.0,0.798224,550.0,460.748,346.0,2.0,0.11544,28.0,0.0,72.0,210.0,428.0
a2d882aba9095bcd210fd956216f764fa3637eee,7a2505592e334392133c41c0f51bab9ed4e14ea9,0,0,0,0,374,4,Parrot,1.0,1.0,1.0,0.0,375.0,298.667,47.0,2.0,49.8689,35.0,0.0,2.0,2.0,123.0
a2d882aba9095bcd210fd956216f764fa3637eee,a0dab011ebe2cf3650993092b64726c64921c643,0,0,0,0,466,572,Parrot,4.0,5.0,5.0,0.120398,317.0,280.529,313.0,2.0,26.1261,15.2,0.0,351.0,221.0,450.0
a2d882aba9095bcd210fd956216f764fa3637eee,351381b9055b84578100cd1116c2a0c1b7f62b6b,0,0,0,0,1055,80,Parrot,4.0,4.0,6.0,0.43285,68.0,66.3901,81.0,1.0,2.11923,4.33333,0.0,55.0,25.0,50.8333
a2d882aba9095bcd210fd956216f764fa3637eee,6c71175de9e3ae1f98575dead09fc6942f0edb9d,0,0,0,0,539,152,Parrot,1.0,2.0,3.0,0.137683,271.0,248.783,196.0,2.0,0.272072,8.0,0.0,111.0,41.0,245.667
a2d882aba9095bcd210fd956216f764fa3637eee,fbbae432d66117ba1bc937b0e1d09036ce0630ee,0,0,0,0,297,38,Parrot,1.0,1.0,1.0,0.0,404.0,316.561,275.0,2.0,1.9916,28.0,0.0,22.0,16.0,801.0
a2d882aba9095bcd210fd956216f764fa3637eee,b589e377aea99278b38712f967b7e345e5c964e7,0,0,0,0,381,2,Parrot,1.0,1.0,1.0,0.0,368.0,292.293,41.0,2.0,1.05521,77.0,0.0,1.0,1.0,289.0
a2d882aba9095bcd210fd956216f764fa3637eee,35f291a8893a5a454588d86b8cab4cc9f96ca750,0,0,0,0,384,147,Parrot,4.0,9.0,9.0,0.375082,373.0,323.68,440.0,2.0,8.87431,22.4444,0.0,86.0,61.0,451.556
a2d882aba9095bcd210fd956216f764fa3637eee,b8c62d5a21d5cf097baac6266ba2dc6e8b1f2976,1,0,0,0,544,36,Parrot,3.0,5.0,6.0,0.791893,311.0,260.91,313.0,2.0,3.44364,23.3333,0.0,20.0,16.0,198.0
a2d882aba9095bcd210fd956216f764fa3637eee,bfb203cb92b0ef1a188774f93a17fa272d850248,0,0,0,0,164,2799,Parrot,6.0,12.0,17.0,0.0658846,538.0,449.86,560.0,2.0,21.4629,14.0588,0.0,2653.0,146.0,348.059
a2d882aba9095bcd210fd956216f764fa3637eee,3ee5f81976309c6cbd109a7ce1afc482ae9a1104,1,0,0,0,988,1418,Parrot,2.0,3.0,4.0,0.244159,135.0,130.511,118.0,1.0,0.502324,7.25,0.0,732.0,686.0,192.0
a2d882aba9095bcd210fd956216f764fa3637eee,a08ab4f06f4e00c5c62180e487972d1bda108b5d,1,0,0,0,95,117,Parrot,1.0,1.0,1.0,0.0,602.0,508.325,5.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0
a2d882aba9095bcd210fd956216f764fa3637eee,ecc3e8c9c9cbbd090d4bbfb972be4d65b932a785,0,0,0,0,743,363,Parrot,2.0,2.0,5.0,0.22118,103.0,100.149,18.0,2.0,2.07554,2.2,0.0,252.0,111.0,59.2
a2d882aba9095bcd210fd956216f764fa3637eee,6113690f6b114a1801a0d13e086b535da1dc4728,0,0,0,0,166,366,Parrot,1.0,1.0,1.0,0.0,418.0,312.167,49.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0
a2d882aba9095bcd210fd956216f764fa3637eee,47db74988e236e9a04e34c5c93b416ba89c8fc19,0,0,0,0,50,151,Parrot,6.0,13.0,20.0,0.614365,8.0,7.99974,18.0,3.0,8.77825,21.45,0.0,75.0,76.0,567.05
a2d882aba9095bcd210fd956216f764fa3637eee,815c08d54b0635ac34647627a755cdeee195c650,0,0,0,0,757,30,Parrot,2.0,2.0,2.0,0.194885,91.0,88.4169,25.0,2.0,2.19401,11.0,0.0,24.0,6.0,104.0
a2d882aba9095bcd210fd956216f764fa3637eee,1bea299d9a655197deb236fcda678ea982cdfdd3,0,0,0,0,522,79,Parrot,2.0,2.0,2.0,0.843439,319.0,265.164,275.0,2.0,0.181053,9.0,0.0,48.0,31.0,380.0
a2d882aba9095bcd210fd956216f764fa3637eee,e6ece692618466a6a128775e4a9262efddfcdc0b,1,0,0,0,171,263,Parrot,2.0,2.0,2.0,0.0818924,535.0,448.222,429.0,2.0,64.5138,17.5,0.0,123.0,140.0,1079.5
a2d882aba9095bcd210fd956216f764fa3637eee,d3862a821967d75c9430667f67aec75db9d58acd,0,0,0,0,973,533,Parrot,3.0,4.0,15.0,0.393994,150.0,145.139,162.0,1.0,0.21457,2.53333,0.0,238.0,295.0,41.2667
a2d882aba9095bcd210fd956216f764fa3637eee,0bea0aa4c6ced029d991dbb658a61ab0b837b9a0,1,0,0,0,304,53,Parrot,2.0,3.0,4.0,0.221458,417.0,354.559,119.0,2.0,2.64486,14.5,0.0,29.0,24.0,161.25
a2d882aba9095bcd210fd956216f764fa3637eee,474db44995b561e1fec149845536e76e7239e80d,0,0,0,0,154,118,Parrot,1.0,1.0,3.0,0.0420692,548.0,458.872,344.0,2.0,43.4837,18.6667,0.0,113.0,5.0,251.667
a2d882aba9095bcd210fd956216f764fa3637eee,8ba468eceea87babe5f00400052d88a471a58b7e,0,0,0,0,37,110,Parrot,3.0,10.0,14.0,0.5378,12.0,11.9994,21.0,3.0,0.00978919,22.5,0.0,55.0,55.0,617.286
a2d882aba9095bcd210fd956216f764fa3637eee,b85a36c08b2bb6ab0156667c5d475051d9361db5,0,0,0,0,439,461,Parrot,2.0,5.0,7.0,0.320987,332.0,292.969,243.0,2.0,4.10177,17.2857,1.0,369.0,92.0,191.286
a2d882aba9095bcd210fd956216f764fa3637eee,f1ed179ab577a4967e7cc74696c984bbd3a52a20,1,0,0,0,986,315,Parrot,4.0,4.0,17.0,0.378724,137.0,132.498,161.0,1.0,6.46016,3.17647,0.0,156.0,159.0,84.8824
a2d882aba9095bcd210fd956216f764fa3637eee,97773687d2833ebc4eaf685d4af4106f4ab7cfc8,0,0,0,0,406,2,Parrot,1.0,1.0,1.0,0.0,360.0,292.706,254.0,2.0,0.0161574,9.0,0.0,1.0,1.0,50.0
a2d882aba9095bcd210fd956216f764fa3637eee,8c9a84c0a0503a83c29beb03c428ea6d63215dc2,0,0,0,0,414,112,Parrot,2.0,3.0,5.0,0.275598,350.0,310.074,303.0,2.0,1.33657,9.2,1.0,97.0,15.0,132.2
a2d882aba9095bcd210fd956216f764fa3637eee,14cd766e3aa584151362f39a6ad06a74fbd38e0a,0,0,0,0,364,6,Parrot,1.0,1.0,1.0,0.0,376.0,320.638,278.0,2.0,0.00966435,35.0,1.0,2.0,4.0,488.0
a2d882aba9095bcd210fd956216f764fa3637eee,74d9c95daf56f664fa95798867fe6d6388fc89e7,0,0,0,0,472,29,Parrot,2.0,4.0,4.0,0.387862,311.0,277.181,263.0,2.0,11.591,13.0,0.0,10.0,19.0,526.75
a2d882aba9095bcd210fd956216f764fa3637eee,b57a05a9c519dfc90b4cfe73f64f3db8808ad534,0,0,0,0,141,331,Parrot,3.0,5.0,6.0,0.206452,558.0,467.933,516.0,2.0,27.2241,13.3333,0.0,233.0,98.0,390.5
a2d882aba9095bcd210fd956216f764fa3637eee,6268cf4817f3c6b6c100d7d27a697ee538ebfcdd,0,0,0,0,312,3,Parrot,1.0,1.0,1.0,0.0,395.0,309.743,273.0,2.0,0.0232176,34.0,0.0,3.0,0.0,893.0
a2d882aba9095bcd210fd956216f764fa3637eee,4e8f4e265de94c7a8ed2630e1de70bc5c39016c3,1,0,0,0,897,41,Parrot,1.0,1.0,2.0,0.0645302,226.0,209.917,165.0,1.0,27.4221,3.5,0.0,22.0,19.0,254.0
a2d882aba9095bcd210fd956216f764fa3637eee,5aab16e7849fc074f36abf73754ed0475c8c7d0a,0,0,0,0,652,20,Parrot,1.0,2.0,3.0,0.409691,184.0,176.278,131.0,2.0,1.6289,23.3333,0.0,13.0,7.0,674.333
a2d882aba9095bcd210fd956216f764fa3637eee,1b6406abcbff4c6b3e4aa2f2289ed598cb2ec763,1,0,0,0,554,1375,Parrot,3.0,3.0,4.0,0.140847,263.0,241.421,242.0,2.0,0.0742072,8.0,0.0,1361.0,14.0,106.5
a2d882aba9095bcd210fd956216f764fa3637eee,d013365772087a981e8236432e052f62448ba0a8,0,0,0,0,604,99,Parrot,3.0,3.0,5.0,0.179681,222.0,209.146,203.0,2.0,4.44289,8.6,0.0,80.0,19.0,115.4
a2d882aba9095bcd210fd956216f764fa3637eee,1687d86f25368ab9977dcdd2d9e4f44c5468bc49,0,0,0,0,336,15,Parrot,1.0,1.0,1.0,0.0,394.0,334.084,52.0,2.0,12.307,78.0,0.0,15.0,0.0,289.0
a2d882aba9095bcd210fd956216f764fa3637eee,f7ec74ee86dffd40324785c465f3e56e0e17b603,0,0,0,0,103,3600,Parrot,2.0,5.0,14.0,0.218406,594.0,500.659,117.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0
a2d882aba9095bcd210fd956216f764fa3637eee,65949cfe57544c0e2788c88395f1b8d098f04309,0,1,0,0,14,16,Parrot,2.0,3.0,3.0,0.75,23.0,22.9884,32.0,3.0,0.144043,38.3333,1.0,12.0,4.0,1263.33
a2d882aba9095bcd210fd956216f764fa3637eee,65949cfe57544c0e2788c88395f1b8d098f04309,0,1,0,0,14,16,Parrot,2.0,3.0,3.0,0.75,23.0,22.9884,32.0,3.0,0.144043,38.0,1.0,12.0,4.0,1263.33
a2d882aba9095bcd210fd956216f764fa3637eee,042c8b43ba7240892887d5ecdcebaa4bc943dee1,0,0,0,0,193,17,Parrot,2.0,2.0,2.0,0.377073,515.0,430.154,149.0,2.0,0.484068,48.5,1.0,9.0,8.0,1373.0
a2d882aba9095bcd210fd956216f764fa3637eee,de748a47dea5bd4794a17c405c40341ebb61064b,0,0,0,0,447,8,Parrot,1.0,1.0,1.0,0.0,328.0,290.797,236.0,2.0,0.000439815,19.0,0.0,4.0,4.0,690.0
a2d882aba9095bcd210fd956216f764fa3637eee,889c42fe3aa1da244b24e1ad498bdc52831f67d9,0,0,0,0,711,57,Parrot,4.0,4.0,5.0,0.446902,134.0,129.917,130.0,2.0,8.64869,16.0,0.0,48.0,9.0,115.2
a2d882aba9095bcd210fd956216f764fa3637eee,2e85ecd4f8cd95a340b5714922bde9707fa7497d,0,0,0,0,401,198,Parrot,4.0,6.0,7.0,0.223734,359.0,317.425,409.0,2.0,5.91955,23.2857,0.0,144.0,54.0,347.286
a2d882aba9095bcd210fd956216f764fa3637eee,8fb6d860c628b19ccd1db27558de64ebddbe06c3,0,0,0,0,155,8,Parrot,2.0,2.0,2.0,0.405639,547.0,457.89,148.0,2.0,0.150914,65.0,0.0,5.0,3.0,320.5
a2d882aba9095bcd210fd956216f764fa3637eee,f1350adb4c1ebdab4c6e3a411887ad826349ba7a,0,0,0,0,161,47,Parrot,1.0,1.0,1.0,0.0,541.0,452.797,71.0,1.0,0.203206,2.0,0.0,25.0,22.0,384.0
a2d882aba9095bcd210fd956216f764fa3637eee,7983bf4a4f2a3317e8beb8777fed066237d389de,0,0,0,0,284,2,Parrot,1.0,1.0,1.0,0.0,431.0,353.934,57.0,2.0,0.000162037,81.0,0.0,1.0,1.0,307.0
a2d882aba9095bcd210fd956216f764fa3637eee,54ec91b1d5e004e99ebbe074df191bdfc90e86f6,0,0,0,0,559,70,Parrot,1.0,2.0,2.0,0.210758,262.0,241.61,190.0,2.0,2.48308,4.5,0.0,44.0,26.0,708.5
a2d882aba9095bcd210fd956216f764fa3637eee,bbc2cfd10c97b7980597c08d242259870b736da9,1,0,0,0,82,108,Parrot,2.0,2.0,2.0,0.251463,614.0,519.407,451.0,2.0,1.34328,68.0,0.0,70.0,38.0,465.0
a2d882aba9095bcd210fd956216f764fa3637eee,dd2860c04cadea13941d6b3abad1b17e957a3fdd,1,0,0,0,169,2,Parrot,1.0,1.0,1.0,0.0,537.0,450.143,341.0,2.0,0.742755,26.0,1.0,1.0,1.0,701.0
a2d882aba9095bcd210fd956216f764fa3637eee,fcea830630450f4adf9a04e1346077c29e604ee7,0,0,0,0,1088,67,Parrot,2.0,2.0,3.0,0.636833,35.0,34.4711,13.0,1.0,0.206678,2.33333,0.0,38.0,29.0,85.6667
a2d882aba9095bcd210fd956216f764fa3637eee,5db6d31b7f74419ca4b793499bbbc2b6ec30fbec,0,0,0,0,78,11,Parrot,2.0,2.0,2.0,0.87387,618.0,522.931,400.0,2.0,0.376806,26.0,0.0,7.0,4.0,313.5
a2d882aba9095bcd210fd956216f764fa3637eee,5e6aa5bf0fc3ed5e34458b974432a084628ad069,0,0,0,0,320,64,Parrot,1.0,1.0,2.0,0.316641,410.0,349.958,308.0,2.0,0.220249,26.5,0.0,50.0,14.0,352.5
a2d882aba9095bcd210fd956216f764fa3637eee,2a938914587c8195ef7dd872716516998659bb57,0,0,0,0,526,82,Parrot,2.0,2.0,3.0,0.168934,282.0,256.578,243.0,2.0,4.19626,10.0,0.0,81.0,1.0,236.333
a2d882aba9095bcd210fd956216f764fa3637eee,889b1c0f8cc6b2a5dc032300bce149386671f9fa,1,0,0,0,480,31,Parrot,1.0,1.0,1.0,0.0,335.0,276.432,38.0,2.0,2.36212,63.0,0.0,21.0,10.0,160.0
a2d882aba9095bcd210fd956216f764fa3637eee,6f58754bcb9aa524461ff569e2866ba6977204bd,0,0,0,0,646,7,Parrot,1.0,1.0,1.0,0.0,188.0,180.053,23.0,2.0,0.00152778,12.0,0.0,4.0,3.0,241.0
a2d882aba9095bcd210fd956216f764fa3637eee,53baf2d13919c843168fe30bac9782eb45e54507,0,0,0,0,557,15,Parrot,2.0,5.0,5.0,0.488084,304.0,254.366,304.0,2.0,2.49454,6.8,0.0,10.0,5.0,234.6
a2d882aba9095bcd210fd956216f764fa3637eee,573b04661b25b047ccb17ff3651be18f11316756,0,0,0,0,346,5,Parrot,1.0,1.0,2.0,0.734496,387.0,328.846,287.0,2.0,1.10854,16.5,0.0,4.0,1.0,306.5
a2d882aba9095bcd210fd956216f764fa3637eee,93922ec6f19cf8d608465a63e054c729b890758b,0,0,0,0,181,307,Parrot,3.0,5.0,5.0,0.499845,526.0,440.103,494.0,2.0,26.3726,26.0,0.0,271.0,36.0,1187.0
a2d882aba9095bcd210fd956216f764fa3637eee,ed571b6636a54813654b13fd6d0814747119af63,0,0,0,0,146,7,Parrot,1.0,1.0,1.0,0.0,421.0,314.069,279.0,2.0,0.49191,38.0,0.0,4.0,3.0,333.0
a2d882aba9095bcd210fd956216f764fa3637eee,ea29ef2acfb3dfeaca41031d4c3b07a8cae61bf8,0,0,0,0,99,1265,Parrot,2.0,2.0,10.0,0.480038,598.0,504.563,387.0,0.0,0.0,0.0,0.0,1265.0,0.0,0.0
a2d882aba9095bcd210fd956216f764fa3637eee,cbc9af2d4bba6c25b9799e611d29c8bcd4a23461,0,0,0,0,431,2,Parrot,1.0,1.0,1.0,0.0,358.0,291.833,252.0,2.0,0.00390046,6.0,0.0,1.0,1.0,75.0
a2d882aba9095bcd210fd956216f764fa3637eee,773f861e799806d8475015417f260b043b7efc1e,0,0,0,0,497,2,Parrot,1.0,1.0,1.0,0.0,323.0,265.891,37.0,2.0,4.60476,62.0,0.0,1.0,1.0,160.0
a2d882aba9095bcd210fd956216f764fa3637eee,8da78fd6deba71756dad8577bf3e87d7647c0912,0,0,0,0,360,4,Parrot,1.0,1.0,1.0,0.0,380.0,324.288,51.0,1.0,0.47162,2.0,0.0,2.0,2.0,253.0
a2d882aba9095bcd210fd956216f764fa3637eee,bfbf1e994dc480dcdc80fbc54f4cd2e33f49a9c1,0,0,0,0,655,2,Parrot,1.0,1.0,1.0,0.0,285.0,250.529,27.0,2.0,0.885741,8.0,0.0,1.0,1.0,55.0
a2d882aba9095bcd210fd956216f764fa3637eee,247281c6bec065353d47210443cf035a04841309,0,0,0,0,390,108,Parrot,3.0,4.0,5.0,0.256455,369.0,324.393,368.0,2.0,8.41509,26.4,0.0,84.0,24.0,365.4
a2d882aba9095bcd210fd956216f764fa3637eee,d3184d78aa8b8d764347840b0d9115614b386056,0,0,0,0,366,185,Parrot,3.0,4.0,6.0,0.284689,374.0,318.645,380.0,2.0,15.1712,14.1667,0.0,143.0,42.0,213.833
