fix_commit_hash,inducing_commit_hash,is_Friday,is_latest_bic,is_earliest_bic,is_largest_mod,candidate_commit_to_fix,lines_of_modified_code,la,ld,lt,ns,nd,nf,entropy,fix,ndev,age,nuc,exp,rexp,sexp
4d62e1ef5967f4b42ba8eb6a3835cc77f30f10e4,5fa001b12c495c7b8f25703c0da2a7348ffcf2a6,0,1,1,1,1,21,19.0,2.0,45.0,1.0,1.0,1.0,0.0,0.0,3.0,-45.2612,6.0,150.0,124.267,95.0
5167b7a5b2a77152e202682fbcc7184a6d71f8f2,99b80938af2fe9edce427f30f768bc88e3f929a8,0,1,1,1,230,120,91.0,29.0,78.0,1.0,1.0,1.0,0.0,0.0,1.0,0.493183,3.0,244.0,201.845,72.0
5a9d0c6a123764e52e4be3f428be5d967bc5a771,f0f59877aa4de337d4c291ba9555f78632915446,0,1,1,1,14,275,271.0,4.0,452.5,1.0,3.0,6.0,0.178703,0.0,34.0,16.3481,21.1667,17.0,14.9279,17.0
8855d6153e252c735de0e6cc373787d22c1a467b,3fe9f9f336255bcf67f5a6551317545d35b4b283,0,0,0,0,174,23,5.0,18.0,687.0,1.0,1.0,1.0,0.0,1.0,9.0,12.6889,14.0,3.0,2.50688,3.0
8855d6153e252c735de0e6cc373787d22c1a467b,b91396be8eac3dc57ab1dbd2d3bb27c791d88169,0,0,1,0,1046,485,455.0,30.0,229.455,1.0,5.0,11.0,0.299728,0.0,24.0,47.71,8.09091,3.0,2.82834,3.0
8855d6153e252c735de0e6cc373787d22c1a467b,71c10b9f4509e275ac09240c957181a1122b961d,1,0,0,0,388,328,219.0,109.0,369.667,2.0,3.0,3.0,0.1296,0.0,15.0,15.5034,10.3333,18.0,16.7858,14.0
8855d6153e252c735de0e6cc373787d22c1a467b,2cac321b2704ea1356c8657f79a2b2bc4dab3927,0,0,0,1,502,770,495.0,275.0,638.8,1.0,3.0,5.0,0.254169,0.0,27.0,0.945417,17.4,14.0,13.5754,5.0
8855d6153e252c735de0e6cc373787d22c1a467b,351dcfed01d51dd18016d84ded4f86bddecaa7ba,0,0,0,0,981,130,117.0,13.0,514.75,1.0,2.0,4.0,0.539086,0.0,20.0,3.45767,15.0,6.0,5.70211,6.0
8855d6153e252c735de0e6cc373787d22c1a467b,7bbdcdba9615e5a1f6704e9a07a44b2bc5530487,0,1,0,0,128,86,43.0,43.0,220.2,1.0,5.0,15.0,0.659597,0.0,27.0,18.1769,5.8,13.0,10.0574,13.0
8855d6153e252c735de0e6cc373787d22c1a467b,d14ce00dc30889e5e9ecf3b28187101510647664,0,0,0,0,581,40,39.0,1.0,317.0,1.0,2.0,2.0,0.61672,0.0,9.0,1.35998,5.5,0.0,0.0,0.0
8855d6153e252c735de0e6cc373787d22c1a467b,685dec022a6d6f71e71e1059ce60f767b301dc3d,0,0,0,0,992,7,4.0,3.0,150.0,1.0,1.0,1.0,0.0,0.0,4.0,5.50846,4.0,94.0,76.6268,64.0
8855d6153e252c735de0e6cc373787d22c1a467b,9ade3c26d316a67d37406a662d5c3da43c9310d0,0,0,0,0,546,108,104.0,4.0,336.0,1.0,2.0,2.0,0.775805,0.0,10.0,3.83191,6.5,4.0,3.3851,4.0
8855d6153e252c735de0e6cc373787d22c1a467b,b713c2c6968d7513305ea5285825698c2eab90c5,1,0,0,0,592,76,75.0,1.0,280.0,1.0,2.0,2.0,0.485347,0.0,8.0,19.7308,5.0,5.0,4.75138,3.0
8855d6153e252c735de0e6cc373787d22c1a467b,fcfe516a2e08322b184ae82db37f38645f131337,0,0,0,0,982,34,15.0,19.0,102.5,1.0,1.0,2.0,0.0789627,0.0,5.0,9.05268,2.0,35.0,30.7824,16.0
8855d6153e252c735de0e6cc373787d22c1a467b,d914522ae4111512c7e0a604a6c5027600f5e966,0,0,0,0,809,134,133.0,1.0,214.0,1.0,2.0,2.0,0.618414,0.0,7.0,23.254,4.5,1.0,0.903304,1.0
8855d6153e252c735de0e6cc373787d22c1a467b,697a9113c0a391e60dc4b9f797213d8db6da919d,0,0,0,0,980,163,138.0,25.0,157.0,1.0,2.0,2.0,0.629997,0.0,6.0,4.52788,3.5,7.0,6.7021,7.0
f27175d166470e69a13ec96af6ac0d5f908dae57,bb3bd76fe90cc02027cf9b863bcc9bc0a86ca37e,0,1,1,1,1715,539,518.0,21.0,37.25,1.0,1.0,8.0,0.308351,0.0,1.0,0.526891,1.5,47.0,43.7603,35.0
c6df1c2dd2216d3ac3321248758fec13f4478eb2,8855d6153e252c735de0e6cc373787d22c1a467b,0,1,1,1,37,1393,655.0,738.0,789.667,1.0,2.0,3.0,0.116289,1.0,28.0,13.1025,34.6667,19.0,16.877,19.0
0a5c22264b2e628e533657c576c90a18282813b8,eee04b19e1866fdf5fb40298dbbfe7804b691d26,0,1,0,0,227,114,65.0,49.0,364.875,1.0,5.0,8.0,0.423923,0.0,33.0,11.7123,19.875,10.0,7.26787,10.0
0a5c22264b2e628e533657c576c90a18282813b8,95a80591dd5996df23cff36de2a83c084114a4ae,0,0,0,1,561,232,118.0,114.0,105.167,1.0,2.0,6.0,0.265357,0.0,16.0,12.2342,5.5,121.0,96.5501,82.0
0a5c22264b2e628e533657c576c90a18282813b8,ed54fff2046fe6093078f625280725fcb19b9b33,0,0,1,0,1736,210,210.0,0.0,21.3333,1.0,2.0,3.0,0.161064,0.0,5.0,4.33336,2.66667,20.0,18.7775,11.0
0a5c22264b2e628e533657c576c90a18282813b8,71e24455a3556236d0dd8c90058d7d51770ad9d0,0,0,0,0,1734,6,4.0,2.0,156.0,1.0,1.0,1.0,0.0,0.0,1.0,0.000289352,1.0,0.0,0.0,0.0
0a5c22264b2e628e533657c576c90a18282813b8,b1597ab2d73d6d73e69b26e611601f0b4955b3ab,0,0,0,0,674,50,50.0,0.0,144.0,1.0,2.0,2.0,0.507374,0.0,6.0,53.3576,4.5,75.0,66.2463,25.0
0a5c22264b2e628e533657c576c90a18282813b8,7b047111a0584d5a730764ff33fa37a74fc7b5fc,0,0,0,0,548,132,127.0,5.0,175.0,1.0,2.0,3.0,0.24966,0.0,14.0,10.1858,9.33333,0.0,0.0,0.0
0a5c22264b2e628e533657c576c90a18282813b8,79995a05c7128e430a0a6152f50b703b5b8d4f99,0,0,0,0,547,28,28.0,0.0,236.5,1.0,2.0,2.0,0.553262,0.0,7.0,1.56324,6.0,1.0,0.995735,1.0
089146b2f8086e78ec94ed527306fb36efd67c30,7b047111a0584d5a730764ff33fa37a74fc7b5fc,0,0,0,0,553,132,127.0,5.0,175.0,1.0,2.0,3.0,0.24966,0.0,14.0,10.1858,9.33333,0.0,0.0,0.0
089146b2f8086e78ec94ed527306fb36efd67c30,09333a3819a8e1e6606536f9b572d9042a9426cb,0,1,0,0,144,6,3.0,3.0,204.0,1.0,2.0,2.0,0.57938,1.0,9.0,23.3031,10.0,16.0,14.4459,16.0
089146b2f8086e78ec94ed527306fb36efd67c30,fc73bf0a0abf739a9a8e6b1a5197dab113e76f27,0,0,0,1,1426,360,343.0,17.0,88.1,1.0,4.0,10.0,0.605358,0.0,8.0,19.4218,2.1,15.0,14.2982,11.0
089146b2f8086e78ec94ed527306fb36efd67c30,86c0b69390e684e182728f0051a24f4a58e8a207,0,0,1,0,1565,88,55.0,33.0,75.5,1.0,1.0,2.0,0.674494,0.0,3.0,0.0154688,1.5,14.0,13.2007,3.0
089146b2f8086e78ec94ed527306fb36efd67c30,3bbd966a829b10285fbf9548b280f05ca2a45543,0,0,0,0,1473,3,1.0,2.0,98.0,1.0,1.0,1.0,0.0,1.0,2.0,20.8011,2.0,51.0,42.6369,38.0
089146b2f8086e78ec94ed527306fb36efd67c30,b0645bd5d3bbea40e93194a6c403ce3ba633d45a,0,0,0,0,1358,24,12.0,12.0,215.0,1.0,1.0,2.0,1.0,0.0,6.0,2.45582,4.5,246.0,201.241,22.0
089146b2f8086e78ec94ed527306fb36efd67c30,5a13dd090d63c0c779c0e3b75a3a7bc70459c456,0,0,0,0,1359,285,225.0,60.0,126.143,1.0,4.0,7.0,0.584463,0.0,9.0,22.6251,3.28571,3.0,2.81314,0.0
089146b2f8086e78ec94ed527306fb36efd67c30,79995a05c7128e430a0a6152f50b703b5b8d4f99,0,0,0,0,552,28,28.0,0.0,236.5,1.0,2.0,2.0,0.553262,0.0,7.0,1.56324,6.0,1.0,0.995735,1.0
4c199daa26d529f411c258d88254b0c396b9ac26,d5989a0de470384d33650e99190f53bb51b6d2af,0,0,0,0,1567,47,47.0,0.0,104.0,1.0,1.0,1.0,0.0,0.0,2.0,25.7163,2.0,13.0,12.2017,2.0
4c199daa26d529f411c258d88254b0c396b9ac26,b0645bd5d3bbea40e93194a6c403ce3ba633d45a,0,1,0,0,1359,24,12.0,12.0,215.0,1.0,1.0,2.0,1.0,0.0,6.0,2.45582,4.5,246.0,201.241,22.0
4c199daa26d529f411c258d88254b0c396b9ac26,55176116a225c7664d082580faa6dde12a3bb00e,0,0,1,1,1831,386,224.0,162.0,61.6,1.0,4.0,5.0,0.34046,0.0,3.0,3.58959,1.8,94.0,90.7993,93.0
4c199daa26d529f411c258d88254b0c396b9ac26,5a13dd090d63c0c779c0e3b75a3a7bc70459c456,0,0,0,0,1360,285,225.0,60.0,126.143,1.0,4.0,7.0,0.584463,0.0,9.0,22.6251,3.28571,3.0,2.81314,0.0
01d41f6e18befb87d4c2abf3900178ea0dc9f0c9,e1535fbd71d8c89c82cd9d9073c1ee97ee6a3b00,1,1,1,1,1958,1014,667.0,347.0,216.818,1.0,5.0,11.0,0.280555,1.0,3.0,4.23117,0.909091,38.0,37.2972,38.0
9e9d8dbe76db93db6176d041d186c10480f4d63c,15f84a391d9506774db069bccb1f89ebf8987d1a,0,1,1,1,1535,29,24.0,5.0,649.667,1.0,2.0,3.0,0.420278,0.0,11.0,28.1782,17.6667,4.0,3.89771,1.0
514f5fb98b655acf1323c81438ec9de8662d53a0,4cbc4b58f6c10a2557b0da4dc519c932f167efe3,1,1,1,1,521,83,81.0,2.0,108.667,1.0,3.0,3.0,0.201341,0.0,7.0,14.0312,2.66667,93.0,80.2351,28.0
cc292c1e229f1e4097bed2ca06ac7550e6c35df0,8f15eea910c097893c7bdc24725cf7ceff93cf32,0,1,1,1,1440,435,358.0,77.0,47.5,1.0,3.0,4.0,0.794014,0.0,3.0,2.35712,0.75,3.0,2.93854,3.0
9dbbaf12bf607eb6e2d77aa80b714c4183c86644,9ac27cb551b85293d03d334363acd7cf9c77813a,0,1,1,1,432,931,565.0,366.0,98.875,1.0,2.0,8.0,0.636942,0.0,10.0,45.2776,2.0,117.0,101.459,39.0
4b51708ed2db6dd454bfa4ef2467402019f40842,9ac27cb551b85293d03d334363acd7cf9c77813a,0,1,1,1,434,931,565.0,366.0,98.875,1.0,2.0,8.0,0.636942,0.0,10.0,45.2776,2.0,117.0,101.459,39.0
d5a4d29532bbb7eea91b1ac806ecdfd68a795727,3a49ee7d82f6b3481012e81bcd18506eea150641,0,1,1,1,32,186,186.0,0.0,27.0,1.0,2.0,2.0,0.187793,0.0,3.0,29.3892,1.5,7.0,6.0971,0.0
cdac160439f9c6c9e3bbb8d39610aa083cb30460,6323db7c18419f3d9988df94a1c4dee97b43e908,0,1,1,1,1,7,7.0,0.0,53.0,2.0,2.0,2.0,0.0,0.0,5.0,3.45991,4.5,0.0,0.0,0.0
f1096c6bb34c762d918f5b93d059ed1b808a286e,72b830ec4c7f61bdb085dd61cd345e7078400967,0,1,1,1,7,2,1.0,1.0,154.0,1.0,1.0,1.0,0.0,0.0,2.0,0.142708,3.0,0.0,0.0,0.0
a7823a3624f722f5afdcb4c5c198114408f68b6b,31477dbf946283fbb52a7e434174f23fc4e4a0ca,0,1,1,1,1,8,4.0,4.0,125.0,1.0,1.0,1.0,0.0,0.0,1.0,51.227,1.0,0.0,0.0,0.0
c81c07c816ba782d6e15c661ed512a35f6b26c1f,31477dbf946283fbb52a7e434174f23fc4e4a0ca,0,0,1,1,2,8,4.0,4.0,125.0,1.0,1.0,1.0,0.0,0.0,1.0,51.227,1.0,0.0,0.0,0.0
c81c07c816ba782d6e15c661ed512a35f6b26c1f,a7823a3624f722f5afdcb4c5c198114408f68b6b,0,1,0,0,1,2,1.0,1.0,125.0,1.0,1.0,1.0,0.0,0.0,2.0,0.00271991,2.0,1.0,0.999993,1.0
035a648a2d3bc117d81a88c07641eb48f15fafb3,c81c07c816ba782d6e15c661ed512a35f6b26c1f,0,1,1,1,1,10,1.0,9.0,125.0,1.0,1.0,1.0,0.0,0.0,2.0,0.00483796,3.0,2.0,1.99997,2.0
b360ed80dd573a14a9b779386cebc0cc8552ab82,6d2ea9a2006b72c90d5fa99496e7960824d8654d,0,1,1,1,1356,92,92.0,0.0,0.0,1.0,1.0,2.0,0.938453,0.0,0.0,0.0,0.0,41.0,37.5464,30.0
5c9224145ee0fe2de65e98d2540ccc0f004b1b00,9dbbaf12bf607eb6e2d77aa80b714c4183c86644,0,1,1,1,24,29,25.0,4.0,166.0,1.0,2.0,2.0,0.457352,1.0,6.0,42.4699,5.5,314.0,237.417,160.0
c7c30270811b46782a2e08d5fa1f2e55ae1384a4,cc56629620bf6929f7bb7d375f3738527eb26031,1,1,1,1,1,19,19.0,0.0,97.0,1.0,1.0,1.0,0.0,1.0,3.0,29.1284,4.0,0.0,0.0,0.0
bf957c6c5096da7887fc0e6df45f8a286cf83202,46995dd2feec2596a724a371736903afdc22b5fb,1,1,1,1,23,727,727.0,0.0,18.75,1.0,3.0,4.0,0.11398,0.0,5.0,16.5511,2.5,136.0,93.5135,70.0
65c258a7b7cb3879b232b1f94fd5c457fc7fd4e7,c79a59b5998d16b245fd970b7356c217c9c6e937,0,0,1,1,2022,66,25.0,41.0,110.0,1.0,1.0,1.0,0.0,0.0,1.0,18.9209,0.0,50.0,48.0875,3.0
65c258a7b7cb3879b232b1f94fd5c457fc7fd4e7,595b4824787ea20a2ec46194ea7f068ddeaf391f,0,0,0,0,1320,20,12.0,8.0,83.5,2.0,2.0,2.0,0.310917,0.0,10.0,13.0861,24.0,0.0,0.0,0.0
65c258a7b7cb3879b232b1f94fd5c457fc7fd4e7,7675611e5f8b89e5e304acceaa645879b45111e1,0,1,0,0,877,61,44.0,17.0,102.0,1.0,1.0,1.0,0.0,0.0,6.0,52.8857,8.0,132.0,107.336,4.0
0a7128c70f8737cb3945d91be46a1d33419551b5,439bca78ed6482a068c29fe04f714a744c5cfbe2,0,1,1,1,510,663,228.0,435.0,285.5,1.0,2.0,2.0,0.282039,0.0,7.0,3.36441,6.5,118.0,102.459,40.0
f12a376f346ac8d61adf89ffcc1871cd0d52df45,46995dd2feec2596a724a371736903afdc22b5fb,1,1,1,1,48,727,727.0,0.0,18.75,1.0,3.0,4.0,0.11398,0.0,5.0,16.5511,2.5,136.0,93.5135,70.0
de1f7831883e8c438ecaaf2918044ce73bd92383,035a648a2d3bc117d81a88c07641eb48f15fafb3,0,1,1,1,56,4,3.0,1.0,117.0,1.0,1.0,1.0,0.0,0.0,2.0,0.711586,4.0,3.0,2.99413,3.0
8db8e60a381ebe29cd477be6e593067efaa7c859,e944b68e8cb855f626d6678df31569a80fe0cc9e,0,1,1,1,1055,23,19.0,4.0,113.5,1.0,1.0,2.0,0.343098,0.0,5.0,0.846921,18.5,93.0,86.8931,31.0
c9bac95034c58724ef4cc5d10ab69ddb65330e30,3be6083ea4da2765d647ef3a18b08fc13c8e6766,0,1,1,1,1838,86,64.0,22.0,242.0,1.0,3.0,3.0,0.241913,0.0,5.0,11.437,5.66667,100.0,92.6385,32.0
bf5dfc87dc2a422122b0addc43cabda4d3cf4c98,6c331fba07d49f05594d6014899e2c95d159b5f2,0,1,1,1,33,104,63.0,41.0,342.0,1.0,8.0,10.0,0.528057,0.0,41.0,-33.633,18.8,262.0,216.25,136.0
f8d029187407bab8028bf8ac4d24f29937cdd6bd,de1f7831883e8c438ecaaf2918044ce73bd92383,0,1,0,1,1,119,90.0,29.0,50.3333,1.0,3.0,3.0,0.213026,0.0,3.0,6.13152,2.0,1.0,0.999916,0.0
f8d029187407bab8028bf8ac4d24f29937cdd6bd,f12a376f346ac8d61adf89ffcc1871cd0d52df45,0,0,1,0,2,38,23.0,15.0,608.0,1.0,1.0,1.0,0.0,0.0,3.0,7.31021,1.0,0.0,0.0,0.0
7954a861d18d6000d04738c39912f1de3db7065e,de1f7831883e8c438ecaaf2918044ce73bd92383,0,1,1,1,3,119,90.0,29.0,50.3333,1.0,3.0,3.0,0.213026,0.0,3.0,6.13152,2.0,1.0,0.999916,0.0
e1457a14fdea8ae77148147dc8b4611142710cea,de1f7831883e8c438ecaaf2918044ce73bd92383,0,0,0,0,44,119,90.0,29.0,50.3333,1.0,3.0,3.0,0.213026,0.0,3.0,6.13152,2.0,1.0,0.999916,0.0
e1457a14fdea8ae77148147dc8b4611142710cea,f12a376f346ac8d61adf89ffcc1871cd0d52df45,0,0,0,0,45,38,23.0,15.0,608.0,1.0,1.0,1.0,0.0,0.0,3.0,7.31021,1.0,0.0,0.0,0.0
e1457a14fdea8ae77148147dc8b4611142710cea,46995dd2feec2596a724a371736903afdc22b5fb,1,0,1,1,93,727,727.0,0.0,18.75,1.0,3.0,4.0,0.11398,0.0,5.0,16.5511,2.5,136.0,93.5135,70.0
e1457a14fdea8ae77148147dc8b4611142710cea,f8d029187407bab8028bf8ac4d24f29937cdd6bd,0,1,0,0,43,26,13.0,13.0,364.5,2.0,2.0,2.0,0.892647,1.0,6.0,5.62184,4.0,2.0,1.96966,2.0
330fa30141014a0ddafbaae81a6236dd223e7324,46995dd2feec2596a724a371736903afdc22b5fb,1,1,1,1,94,727,727.0,0.0,18.75,1.0,3.0,4.0,0.11398,0.0,5.0,16.5511,2.5,136.0,93.5135,70.0
367c88e399d60dfa5a5611fcaa5769c18b7ca86e,bb3bd76fe90cc02027cf9b863bcc9bc0a86ca37e,0,1,0,1,1890,539,518.0,21.0,37.25,1.0,1.0,8.0,0.308351,0.0,1.0,0.526891,1.5,47.0,43.7603,35.0
367c88e399d60dfa5a5611fcaa5769c18b7ca86e,c9ecbaccb365ba39bd8839f61ae245cdc295317b,0,0,1,0,2034,412,217.0,195.0,327.0,1.0,2.0,6.0,0.248436,0.0,3.0,8.87379,2.16667,64.0,61.6718,64.0
2e3cf459ba225e7a0bd8489bb57bce7b6aea7d53,095fccb9746ba3b955636505f4195dc6aefa3a42,0,1,1,1,2251,4,2.0,2.0,685.0,1.0,1.0,1.0,0.0,0.0,4.0,1.46872,6.0,18.0,17.8883,10.0
3297909545d58207256ee9eb91e3f64ccb0271a9,9694a0f7eaf7c105c44e2b3beb1578986f36a143,0,0,1,1,1882,218,109.0,109.0,97.6154,1.0,2.0,13.0,0.735815,1.0,4.0,1.8454,2.69231,98.0,90.6631,30.0
3297909545d58207256ee9eb91e3f64ccb0271a9,6ba6fc149a71c4cdcc8e7c98c64d8d8ef1771108,0,1,0,0,1870,26,17.0,9.0,81.0,1.0,1.0,1.0,0.0,0.0,3.0,0.262986,12.0,107.0,99.578,37.0
3e34739cb9148c76f0a338ab694f8963d84b1c56,c62c2c59bb49c735cafd8f8d78b81bb449e3948e,0,1,1,1,34,97,68.0,29.0,117.0,1.0,2.0,4.0,0.469655,1.0,15.0,41.4081,10.0,30.0,19.5358,30.0
e501238c1010f68fe9b57ac7453ca9fd9d2598d7,bf7826c68dcd9a6504605bb39cfbee6ad8af9a7c,1,1,1,1,141,144,131.0,13.0,125.571,2.0,4.0,7.0,0.406114,0.0,15.0,-37.2075,5.71429,23.0,21.2811,18.0
eebcf9f888b8a8fc3ed1f31c2789584a235aa089,6c7abd36ddebbe7b70057d4500f4d55176e7c0f9,0,1,1,1,13,95,27.0,68.0,71.3333,1.0,2.0,6.0,0.307137,0.0,10.0,106.601,2.33333,578.0,385.11,59.0
e938116549fad743afa02308c5a43ff2c305e06f,73d9d286ee84770c10fd84022fde92bd2efc8eaa,0,1,1,1,823,10,9.0,1.0,64.0,1.0,1.0,1.0,0.0,1.0,1.0,6.93368,1.0,56.0,41.0669,45.0
5790a756224b64ed07ff72fcc305ddc697e16b27,d5c2d5f291cf99e2827c71e2351b8c9207dcf503,0,1,1,1,1461,11,10.0,1.0,187.5,1.0,2.0,2.0,0.278129,0.0,9.0,22.4654,9.5,73.0,57.9671,50.0
7cd5e9b399b32daf3f4b1c494cfb4587067360eb,d673e510446e3c11a29aeb8e1e000733dd798094,0,1,1,1,233,55,43.0,12.0,487.0,1.0,2.0,2.0,0.923151,1.0,14.0,1.85403,11.0,20.0,17.7917,20.0
eaa68b8e6b9c2628ecc1f841a162872cb8fcb18a,c7dd8d4217f7f3535b09627b091007031327fec5,0,1,0,0,635,26,13.0,13.0,180.0,1.0,1.0,1.0,0.0,0.0,8.0,20.9182,13.0,194.0,157.478,113.0
eaa68b8e6b9c2628ecc1f841a162872cb8fcb18a,9c5c1ed90253b3d3f90d1d53b89d94fdba273b47,0,0,1,1,636,32,29.0,3.0,199.5,1.0,2.0,2.0,0.912242,0.0,9.0,-20.1029,6.5,170.0,140.821,106.0
a6cd945d9fb37915933c2cd7c87477305d429aed,88c94683d687e28429d08d2aa046755f67e2d70b,0,1,0,1,150,591,205.0,386.0,558.4,1.0,3.0,5.0,0.216365,0.0,32.0,0.673681,26.0,553.0,376.512,56.0
a6cd945d9fb37915933c2cd7c87477305d429aed,13aa8d37e6099afd06c86e7140105f76a0fd95f9,0,0,1,0,423,13,11.0,2.0,1337.5,1.0,2.0,2.0,0.229363,0.0,27.0,7.70013,44.5,0.0,0.0,0.0
00037b3ec243223655a58f57b58558877c296754,cdac160439f9c6c9e3bbb8d39610aa083cb30460,0,1,1,1,189,4,2.0,2.0,113.0,1.0,1.0,1.0,0.0,0.0,6.0,1.94318,10.0,2.0,1.98941,2.0
b36e05b0af5658a9c50dd6a26e46aa08c85ea2d9,534e7c06e9c2446028a82e2e6c695a130ee7f061,0,1,0,0,298,100,68.0,32.0,113.0,1.0,2.0,3.0,0.21579,0.0,10.0,-3.82196,9.33333,258.0,212.75,134.0
b36e05b0af5658a9c50dd6a26e46aa08c85ea2d9,f0f59877aa4de337d4c291ba9555f78632915446,0,0,1,1,314,275,271.0,4.0,452.5,1.0,3.0,6.0,0.178703,0.0,34.0,16.3481,21.1667,17.0,14.9279,17.0
c91f95a092051c44bb9e241f7551f47cfdce8e36,3c1e0f0a8cf693c0e510ff8749b201d14f7ab9b8,1,1,1,1,1579,419,219.0,200.0,70.25,1.0,2.0,4.0,0.248146,0.0,7.0,5.45445,4.25,56.0,49.976,43.0
56263c44e8792800c14432142ac8e4413824ce33,a778bf2c51f540b5406ff03ed0197a1b79bbdae5,0,1,0,1,393,58,58.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,515.0,367.534,167.0
56263c44e8792800c14432142ac8e4413824ce33,cd3bfe64d412a75aa894ff82db684f25d5ddc68b,0,0,1,0,1258,2,1.0,1.0,34.0,1.0,1.0,1.0,0.0,1.0,2.0,13.0148,2.0,330.0,260.108,128.0
991c1c1169141f9746416a9de4d8b8257c8b4be5,deb47d5eccbb897f4e3ea9165368875c766c139a,1,1,0,0,2,2,1.0,1.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,0.140463,0.0,0.0,0.0,0.0
991c1c1169141f9746416a9de4d8b8257c8b4be5,dbf41a55a455300fbbee77e72fcce5b85a300dd5,1,0,1,1,3,55,55.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,157.0,107.083,103.0
bc11793c04236270996f506e7bd4b6bceddc9543,0c312222e9ba61cb04b931de05374d9ba6092504,1,1,1,1,111,5,4.0,1.0,53.0,1.0,1.0,1.0,0.0,1.0,1.0,75.7971,1.0,0.0,0.0,0.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,287db7017e1ba554f55399a165f6d07fe667e075,1,0,0,0,347,8,4.0,4.0,702.0,1.0,1.0,1.0,0.0,0.0,19.0,1.04788,38.0,2.0,1.99427,2.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,f03d6e212a8ec18c56d26b431e2005ec401efccb,0,0,0,0,1090,4,4.0,0.0,670.0,1.0,1.0,1.0,0.0,1.0,14.0,4.97933,27.0,0.0,0.0,0.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,42dee34146c7ef24cf6bf6962a39a1b468bcd03a,0,0,0,0,1217,14,7.0,7.0,666.0,1.0,1.0,1.0,0.0,0.0,10.0,31.0759,23.0,0.0,0.0,0.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,eb2ac7f2f2588dcae64e0ab6c4a70adf9d427748,0,0,0,0,911,14,10.0,4.0,677.0,1.0,1.0,1.0,0.0,0.0,15.0,15.8612,31.0,166.0,137.39,47.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,58a463f01cc2601448cab26c0bfd5cddfa56984f,0,1,0,1,2,66,29.0,37.0,701.0,1.0,1.0,1.0,0.0,0.0,19.0,32.466,40.0,162.0,111.344,105.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,5386cd96652570669a47abd5a0d5b46b7c63003e,0,0,1,0,1591,46,11.0,35.0,690.0,1.0,1.0,1.0,0.0,1.0,10.0,0.753924,21.0,68.0,53.1447,16.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,7614af3c9a8ad950c6f0a73fad07c8161afcc180,0,0,0,0,826,4,2.0,2.0,683.0,1.0,1.0,1.0,0.0,0.0,15.0,10.4985,32.0,0.0,0.0,0.0
66d6e3f3919d338e7f773220a8f32f147a8190d4,5f941628e09b72b9c2be33466973730148745fd6,1,0,0,0,733,2,1.0,1.0,683.0,1.0,1.0,1.0,0.0,0.0,16.0,12.9092,33.0,0.0,0.0,0.0
a8e273f84416412fb26c36eb5b1a30a21917570a,83e4ef16e6a1511be80b866da304aee766717381,0,1,1,1,476,106,106.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.65055,5.0
40b522c498a138d3ee5e7729e8e9f330feef88aa,8855d6153e252c735de0e6cc373787d22c1a467b,0,1,1,1,359,1393,655.0,738.0,789.667,1.0,2.0,3.0,0.116289,1.0,28.0,13.1025,34.6667,19.0,16.877,19.0
9e60afdc31380f0ec401cb88a13950f9647f5a29,658f41cb30765185ef04611da43b9ece5b66568c,0,1,1,1,1791,112,62.0,50.0,52.8,3.0,3.0,5.0,0.25427,0.0,6.0,28.3875,7.6,55.0,45.9573,39.0
559eb899657b7717e2a1013cd860407cb89c2b3c,57953769614ab767ab4b1bf47313f7a689b63492,0,1,0,0,640,57,38.0,19.0,69.25,3.0,3.0,4.0,0.333647,0.0,11.0,25.1603,22.75,238.0,196.651,150.0
559eb899657b7717e2a1013cd860407cb89c2b3c,e872cd0a7c0e88fa29b0e23f46717c6741c01000,0,0,0,1,659,399,70.0,329.0,49.9091,1.0,4.0,11.0,0.46431,0.0,4.0,198.002,0.545455,449.0,331.751,44.0
559eb899657b7717e2a1013cd860407cb89c2b3c,c2be8ba42d3ceaa7a37700b7ea6b723780dab9c1,0,0,1,0,1023,235,119.0,116.0,58.8571,1.0,2.0,7.0,0.335291,0.0,4.0,134.202,0.857143,379.0,287.689,37.0
559eb899657b7717e2a1013cd860407cb89c2b3c,2013db23d3d75dc9a50caebe5a07d793d4fd8258,0,0,0,0,658,2,1.0,1.0,62.0,1.0,1.0,1.0,0.0,1.0,2.0,0.00672454,3.0,228.0,187.611,125.0
70bf3e1306395a2bd1e65bce60b5511875b00800,d14ce00dc30889e5e9ecf3b28187101510647664,0,0,0,0,942,40,39.0,1.0,317.0,1.0,2.0,2.0,0.61672,0.0,9.0,1.35998,5.5,0.0,0.0,0.0
