fix_commit_hash,inducing_commit_hash,is_Friday,is_latest_bic,is_earliest_bic,is_largest_mod,candidate_commit_to_fix,lines_of_modified_code,la,ld,lt,ns,nd,nf,entropy,fix,ndev,age,nuc,exp,rexp,sexp
067fe27699cf3754cdf4aaf067ff67fa4fdf04c5,c9ecbaccb365ba39bd8839f61ae245cdc295317b,0,1,1,1,116,412,217.0,195.0,327.0,1.0,2.0,6.0,0.248436,0.0,3.0,8.87379,2.16667,64.0,61.6718,64.0
204edb4a2703d6ba58c13ab0e8cd6fe160dad14b,4fccaa514b73f02ee780b251488aa79d0d606b6a,0,1,1,0,8,29,21.0,8.0,73.0,1.0,1.0,5.0,0.538163,0.0,1.0,1.76299,3.4,50.0,46.5216,38.0
204edb4a2703d6ba58c13ab0e8cd6fe160dad14b,0de35588c1a3ae45ba13d50d2b96533e5b0595af,0,0,0,0,6,251,250.0,1.0,65.8,1.0,1.0,5.0,0.161153,0.0,1.0,0.806775,3.2,52.0,48.5175,40.0
204edb4a2703d6ba58c13ab0e8cd6fe160dad14b,bb3bd76fe90cc02027cf9b863bcc9bc0a86ca37e,0,0,0,1,11,539,518.0,21.0,37.25,1.0,1.0,8.0,0.308351,0.0,1.0,0.526891,1.5,47.0,43.7603,35.0
d0c431a2a363057d9779ae12fa66d47189424e64,126a7f5c110cf38d54a41d9c387cd975fc3a9e37,0,1,1,0,12,4,3.0,1.0,72.0,1.0,1.0,1.0,0.0,0.0,1.0,0.00275463,7.0,48.0,44.76,36.0
d0c431a2a363057d9779ae12fa66d47189424e64,bb3bd76fe90cc02027cf9b863bcc9bc0a86ca37e,0,0,0,1,13,539,518.0,21.0,37.25,1.0,1.0,8.0,0.308351,0.0,1.0,0.526891,1.5,47.0,43.7603,35.0
33abe80b594f3ae85ea95815fbcd486fd085ad07,151997b1e1ab28c39f2ef7c05d0d705c4a418df4,0,1,1,1,24,19,18.0,1.0,34.0,1.0,1.0,2.0,0.330299,0.0,1.0,0.00324074,2.0,40.0,36.9709,28.0
e9e89345778d9a1a0f4dcbe2f2ff2d97c0651562,0e585d81026edb51b403e709c9b6519cfd9493b1,0,1,1,1,2,14,10.0,4.0,73.0,1.0,2.0,3.0,0.409223,0.0,3.0,0.00658179,5.66667,63.0,59.5052,51.0
83a840656cecf00f299804bb538639dd2bb5f8e2,75897c2dcd1dd3a6ca46284dd37e13d22b4b16b4,0,0,1,1,424,43123,,,,,,,,,,,,,,
83a840656cecf00f299804bb538639dd2bb5f8e2,c1886c651365e1db415a9efd2d4e621eea20cf32,0,1,0,0,133,27,20.0,7.0,211.4,1.0,2.0,5.0,0.29725,0.0,3.0,9.51099,4.6,76.0,73.6534,76.0
83a840656cecf00f299804bb538639dd2bb5f8e2,315645804133e190e23be954787f5d64144d33d5,0,0,0,0,168,101,71.0,30.0,146.304,1.0,9.0,23.0,0.698004,1.0,4.0,10.1197,1.13043,56.0,54.7728,56.0
03578e66b5d3f0a0a8d90c90f18bd8ab1e3bdc4c,917e101c2c687387ebb50d79948094fd2ead2644,0,1,1,1,41,43,38.0,5.0,293.0,1.0,1.0,1.0,0.0,0.0,3.0,9.91323,15.0,0.0,0.0,0.0
fd3d16d37986eef69dbaa1073b36b2e1c2bf22f1,75897c2dcd1dd3a6ca46284dd37e13d22b4b16b4,0,0,1,1,431,43123,,,,,,,,,,,,,,
fd3d16d37986eef69dbaa1073b36b2e1c2bf22f1,d9e99d468851a5e0c23c8d205bd953ee67819231,0,1,0,0,79,659,552.0,107.0,331.5,1.0,2.0,8.0,0.302989,0.0,4.0,2.23635,8.125,33.0,31.5029,24.0
9694a0f7eaf7c105c44e2b3beb1578986f36a143,e9e89345778d9a1a0f4dcbe2f2ff2d97c0651562,0,1,0,0,2,5,3.0,2.0,51.5,1.0,2.0,2.0,0.310917,1.0,4.0,0.00637153,7.0,65.0,61.5047,53.0
